text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Berdyaev_VelikijInkvizitor	2	4	2	4	3	2	4	4	4	4	5	9	2	6	0	6	1	0	6	7	4	5	5	7	4	0	4	0	1	2	4	1	2	5	1	6	8	5	4	4	3	4	3	1	2	4	3	2	7	4	3	2	3	4	3	4	3	1	4	7	4	6	5	1	1	0	1	3	5	2	5	5	6	8	7
Ircho_Komedia	37	42	42	41	17	32	50	41	48	55	41	29	8	7	7	0	0	10	47	44	59	65	58	50	64	0	44	0	3	14	41	2	10	35	7	44	52	44	42	44	44	41	34	36	11	55	36	48	52	34	40	35	48	38	42	45	26	39	63	79	54	46	61	9	13	0	16	31	65	65	70	62	71	48	55
Kanaev_SovremennyiVitalizm	5	8	8	2	3	5	7	9	9	8	10	3	1	3	0	5	9	0	11	7	9	10	8	9	6	0	12	0	0	2	6	0	1	6	2	8	7	9	6	5	7	6	7	5	1	6	8	8	4	6	6	6	8	6	6	10	6	7	8	10	9	13	12	4	4	0	7	7	13	14	13	12	11	9	9
Losev_DialektikaMifa	50	50	58	34	39	51	72	53	68	76	60	58	17	7	9	45	48	14	0	0	160	189	97	201	60	0	74	0	5	20	50	2	11	35	7	92	91	66	44	52	51	51	41	49	13	67	43	55	57	42	38	42	48	45	36	52	36	41	78	89	83	78	86	20	23	0	26	53	84	95	103	86	105	86	97
Losev_ProblemaSimvolaiRealistich	69	64	80	59	42	58	105	78	90	96	78	66	15	10	8	63	73	14	165	169	0	0	0	190	115	0	83	0	5	19	68	2	14	47	13	109	126	89	70	77	71	70	65	57	15	85	58	73	62	57	50	55	63	59	55	70	46	52	108	118	111	101	109	23	23	0	33	68	129	144	144	130	134	118	153
Losev_VeschiImya	31	33	37	28	23	28	53	33	49	41	41	31	11	7	7	29	32	9	109	125	105	117	58	0	45	0	41	0	2	17	38	2	7	19	7	52	61	41	32	36	30	35	26	40	12	54	33	36	38	33	28	37	31	34	23	38	23	32	60	53	62	45	53	13	13	0	16	32	56	53	65	58	66	59	68
Losev_VladivirSolovjev	44	53	50	44	22	30	54	48	60	52	54	44	11	7	7	52	57	11	82	84	124	125	99	91	0	0	61	0	4	18	46	2	14	38	19	58	66	53	43	47	46	40	48	40	12	52	35	47	45	31	39	34	41	33	33	58	37	37	71	88	72	65	70	17	17	0	18	33	68	84	75	63	82	71	80
Medvedev_BTomashevskiyTeoriaLiteratury	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medvedev_FormalnyjMetodvLiteraturovedenii	62	58	58	55	36	68	81	54	87	76	74	39	12	8	5	38	50	15	74	75	94	102	63	81	50	0	0	0	5	21	48	2	11	33	8	71	72	53	34	43	49	39	40	48	12	69	40	53	50	42	39	39	42	47	43	45	33	33	81	83	72	91	147	14	21	1	35	54	77	72	90	81	93	69	72
Medvedev_IolandNeifeldDostoevskiy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medvedev_SotsiologizmBezSotsiologii	2	3	1	3	2	2	3	2	3	2	2	3	1	0	1	3	3	0	4	2	3	3	3	2	3	0	4	0	0	2	4	2	1	2	1	3	3	3	2	3	3	3	1	1	1	4	2	3	3	2	2	2	2	2	3	3	2	2	5	5	4	3	3	2	0	0	2	2	2	2	3	2	3	2	4
Medvedev_UchenyiSalierizm	9	10	10	9	7	17	15	11	15	7	11	7	3	2	2	12	12	2	13	13	17	16	16	17	12	0	17	0	2	0	16	2	4	10	4	12	13	7	5	5	4	7	1	12	3	15	10	10	10	12	10	9	9	13	10	13	9	10	17	16	17	15	15	4	7	0	8	8	13	13	15	13	19	7	14
Medvedev_VLabPisatelia	27	27	30	24	8	23	26	24	35	28	34	21	6	4	4	27	27	6	32	33	37	34	33	37	28	0	32	0	4	16	0	2	4	20	7	33	32	25	23	25	23	17	15	20	9	30	21	29	29	20	23	20	26	23	22	22	19	22	44	41	44	28	32	6	12	0	12	22	33	32	44	42	44	28	30
Medvedev_ViktorShklovskiyTeoriaProsy	1	2	1	2	1	1	2	1	2	1	1	2	0	0	1	2	2	0	2	1	2	2	2	2	2	0	2	0	2	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	0	0	1	1	1	1	2	1	2	1	2
Nazirov_TragedijnoeNachaloPetrVerxovenskij	10	8	9	6	3	7	11	10	10	11	8	4	0	4	2	5	7	1	7	9	9	9	11	7	9	0	10	0	1	4	4	1	0	19	7	6	8	5	5	6	6	5	6	7	3	8	7	8	9	5	6	8	7	7	6	7	6	7	10	10	10	9	9	2	1	0	2	6	10	6	7	6	9	7	7
Nazirov_TvorcheskiePrincipyDostoevskogo	36	33	33	25	13	25	68	49	56	38	31	51	9	16	6	31	37	8	38	30	46	43	39	32	44	0	33	0	4	13	32	2	22	0	15	35	38	27	21	29	26	21	19	22	11	39	32	42	39	25	31	28	39	30	29	29	17	23	42	49	38	34	36	8	14	0	14	23	49	40	44	43	48	35	35
Nazirov_VrazhdaKakSotrPrototypStavrogina	7	8	8	6	5	5	9	6	8	8	7	3	1	1	1	5	6	2	6	6	8	5	9	6	15	0	7	0	1	4	7	1	7	10	0	7	5	3	4	3	2	4	3	6	4	8	7	7	11	7	8	6	8	8	6	6	5	5	6	9	7	7	8	3	2	0	3	6	7	5	5	5	8	5	5
Potebnia_Myslijsyk	39	46	50	38	26	41	75	47	64	59	68	52	16	8	9	46	51	11	98	86	128	126	76	106	59	0	71	0	3	18	51	1	10	38	7	0	0	73	54	62	58	59	46	53	13	67	50	66	53	36	44	44	52	41	46	67	39	46	111	90	89	65	86	19	20	0	28	52	96	115	108	107	122	105	103
Propp_IstoricheskieKorniVolshebnoiSkazki	51	66	70	59	23	40	74	55	72	80	55	53	17	8	8	58	67	17	103	89	126	117	85	99	64	0	64	0	4	11	59	1	8	46	6	100	107	0	0	0	0	113	108	43	10	71	46	65	63	38	40	43	61	44	47	56	35	49	91	110	99	69	78	17	18	0	29	50	109	121	125	104	123	111	125
Propp_MorfologiaSkazki	17	25	22	21	12	20	27	21	37	29	29	17	7	3	4	24	25	6	31	31	45	41	31	34	24	0	27	0	3	7	17	1	5	16	4	30	34	57	52	40	48	0	34	15	3	27	15	19	25	18	16	23	21	21	26	28	21	18	39	37	36	26	33	10	9	0	13	25	33	35	40	29	40	29	36
Propp_RusskieAgrarnyePrazdniki	30	33	36	21	12	20	35	23	41	36	39	23	11	4	4	31	34	11	44	35	57	48	44	42	37	0	37	0	3	5	31	1	6	23	5	44	48	63	56	57	53	53	0	23	4	32	24	28	36	19	26	28	32	21	25	34	21	27	49	53	52	35	43	13	10	0	15	30	47	51	58	48	51	47	56
Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean	26	24	21	17	12	27	39	23	31	26	30	11	6	3	1	20	19	5	27	25	31	36	29	40	22	0	31	0	1	12	20	1	7	16	6	32	32	15	18	17	18	15	13	0	12	30	22	26	24	23	21	22	20	23	20	26	18	21	32	31	35	27	35	7	11	0	13	18	35	36	32	34	33	26	30
Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast	10	10	8	7	4	8	8	8	8	14	10	5	1	1	2	6	8	1	10	9	11	11	9	12	7	0	9	0	1	3	9	1	3	6	4	11	9	4	4	6	5	3	2	12	0	10	10	11	7	8	8	8	10	8	8	7	5	8	8	10	9	6	9	3	1	0	5	8	8	7	6	10	9	5	7
Tiupa_AnalitikaHudozhestvennogo	42	38	42	31	24	42	54	44	54	49	53	32	7	6	6	45	47	11	53	67	77	78	61	71	44	0	53	0	4	20	39	1	9	38	10	57	71	40	37	34	32	36	28	42	13	0	0	103	61	114	63	71	81	150	68	41	30	28	73	67	81	50	79	19	13	0	24	42	72	71	74	78	77	51	62
Tiupa_DiskursIZhanr	40	38	38	33	19	34	40	39	41	48	47	24	10	6	3	34	38	9	38	40	62	52	49	44	35	0	41	0	3	13	33	1	9	34	7	42	54	24	30	30	27	31	22	32	14	84	87	0	53	69	52	63	72	78	82	35	22	22	55	54	61	40	50	11	14	0	19	38	45	54	49	58	50	40	43
Tiupa_HudozhestvennostChehovskogoRasskasa	29	31	37	32	15	24	45	32	48	44	39	26	5	6	11	40	44	9	48	42	54	55	46	48	44	0	44	0	3	13	32	1	11	34	12	47	49	36	36	32	40	34	28	29	8	60	51	58	0	38	47	49	87	43	63	35	25	27	48	63	51	40	47	11	11	0	17	30	52	56	57	64	56	55	41
Tiupa_HudozhestvennyiDiskurs	24	25	21	17	16	29	28	24	24	26	28	12	6	3	4	17	26	6	24	30	29	34	31	32	17	0	27	0	2	12	20	1	5	19	7	25	24	13	11	16	12	18	12	23	8	63	74	48	30	0	47	47	42	258	35	24	13	20	34	24	34	25	47	10	6	0	17	21	34	29	32	35	37	21	28
Tiupa_LitereturaIMentalnost	34	37	29	25	17	35	41	26	44	38	34	22	6	3	7	37	43	7	38	37	53	52	49	47	37	0	39	0	2	15	33	1	8	32	8	35	46	29	23	30	22	23	19	31	13	84	61	71	57	67	0	42	58	75	56	33	23	27	49	53	48	33	44	18	10	0	20	31	52	46	49	48	48	42	42
Tiupa_Narrotologia	22	24	24	19	14	24	26	18	24	25	27	12	5	2	2	20	27	6	27	29	33	39	35	36	21	0	24	0	2	9	20	1	8	20	6	23	23	22	21	19	18	23	18	22	8	54	44	50	30	47	31	0	68	49	37	22	15	23	33	29	31	20	34	10	6	0	13	21	29	29	29	29	30	18	23
Tiupa_NarrotologicheskiyChehov	32	31	36	21	16	31	37	31	41	44	41	18	4	5	7	31	36	9	46	33	51	54	44	42	34	0	38	0	3	11	31	1	8	35	9	43	47	30	27	26	29	28	29	24	10	78	56	72	86	51	46	101	0	54	211	32	22	25	53	54	49	31	45	14	12	0	18	34	43	47	48	58	47	40	45
Tiupa_TeoriaLiteretury3glavy	25	27	23	18	17	30	29	26	27	28	31	13	5	4	4	21	26	6	23	33	32	36	31	33	18	0	31	0	2	13	23	1	7	24	8	28	29	13	14	19	14	21	13	23	8	70	104	50	34	258	50	49	46	0	40	26	14	20	34	29	37	27	47	11	7	0	18	23	38	32	38	40	37	22	29
Tiupa_VvedenieVSravnitelnuyuNarrotologiu	22	24	22	17	11	27	24	21	27	25	27	14	5	2	3	24	26	6	25	21	31	31	26	22	24	0	29	0	3	10	22	1	6	22	6	29	30	22	21	18	22	26	11	20	8	49	39	59	47	35	34	37	128	40	0	27	15	16	33	34	34	22	29	8	8	0	10	22	33	30	35	36	32	24	24
Trubetskoy_EvropaiChelovechestvo	21	27	24	18	12	18	37	20	35	30	35	17	8	3	4	28	34	10	31	25	40	43	31	36	28	0	32	0	3	13	22	2	7	16	6	35	41	24	24	27	22	28	21	26	7	28	22	23	25	24	22	22	25	26	27	0	37	36	48	41	38	31	40	10	12	0	14	16	40	45	51	42	47	35	44
Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom	17	16	16	11	10	16	24	19	24	19	28	13	5	2	3	16	17	6	19	17	33	30	24	23	18	0	28	0	2	9	19	2	6	10	5	20	26	16	14	14	12	21	14	18	5	21	16	16	20	13	13	15	18	14	15	37	0	19	34	28	24	19	25	5	7	0	9	15	24	30	29	29	31	30	25
Trubetskoy_VerxiiNizyReligiiIndii	20	21	24	19	10	14	24	20	23	25	18	11	4	2	1	25	28	7	32	24	33	33	34	31	21	0	22	0	2	10	22	2	7	12	5	25	23	20	16	22	17	18	16	21	8	23	14	18	20	20	17	23	22	20	16	36	19	0	30	32	34	22	32	5	11	0	11	18	31	33	32	31	30	22	29
Vinokur_KulturaYazyka	48	55	50	40	26	43	69	49	68	61	73	45	13	6	8	57	60	13	85	92	103	116	78	97	67	0	80	0	5	20	55	2	11	38	6	92	106	58	50	53	47	59	41	50	11	78	53	63	50	53	52	48	54	53	45	64	45	44	0	108	110	77	90	19	18	1	19	51	87	98	104	100	114	86	96
Vinokur_StatiiOPushkine	48	50	50	46	24	37	64	42	63	58	62	42	13	8	9	66	62	16	76	66	95	94	75	77	73	0	70	0	5	19	54	2	11	43	11	70	74	59	40	58	56	49	49	41	11	59	47	56	55	39	45	42	54	45	44	55	33	42	102	0	100	64	74	16	15	0	23	37	81	83	89	83	84	87	94
Vinokur_VvedenieVizuchenieFilologicheskichNauk	37	40	33	29	13	25	40	36	43	41	47	29	8	5	4	30	34	9	55	44	64	62	54	60	41	0	44	0	4	17	44	2	10	28	7	52	53	43	35	38	35	36	34	35	9	55	37	45	37	34	33	31	38	37	34	38	24	34	71	74	0	46	53	15	12	0	18	32	61	61	76	72	66	45	70
Voloshinov_Freidism	37	41	39	34	24	37	48	34	44	36	39	23	5	3	6	26	34	13	40	42	48	67	39	44	31	0	52	0	3	15	28	2	9	24	7	37	41	26	21	20	20	26	22	27	6	30	23	27	23	25	21	20	25	27	22	31	19	22	46	41	46	0	73	11	53	0	23	35	49	47	55	49	56	43	48
Voloshinov_MarksizmFilosofijaJazyka	55	55	55	41	33	50	64	64	76	71	74	36	10	9	6	38	45	13	63	58	74	81	53	65	39	0	92	0	4	18	41	2	12	29	8	60	74	41	37	35	35	37	33	45	11	68	41	50	43	50	31	41	42	53	35	48	32	35	70	65	67	83	0	24	21	1	36	71	69	80	80	79	69	56	70
Voloshinov_OGranitsachLingvistikiIPoetiki	6	8	8	7	5	10	9	8	10	10	13	7	3	1	1	5	8	4	14	16	18	17	14	13	7	0	13	0	2	4	6	1	2	7	3	9	14	11	9	9	8	10	5	7	3	14	8	11	9	10	10	10	13	11	8	10	5	5	13	14	15	11	22	0	4	1	11	16	14	18	14	16	12	14	16
Voloshinov_PoTuStoronuSotsialnogo	12	12	13	9	9	18	21	14	17	15	9	7	4	4	1	6	10	4	19	12	14	17	12	13	7	0	16	0	0	7	12	0	1	10	2	14	15	7	8	4	7	9	5	11	1	10	7	13	8	6	8	6	9	7	8	12	7	11	15	12	12	53	19	4	0	0	7	8	14	13	16	16	14	13	18
Voloshinov_RetstnziiaNaVinogradova	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Voloshinov_SlovoVZhizniISlovoVPoezii	13	17	13	9	9	20	16	15	19	14	17	7	3	1	1	9	13	7	17	12	20	23	18	16	8	0	22	0	2	8	12	1	2	11	3	16	17	14	11	11	12	13	8	13	5	17	11	16	12	17	12	13	16	18	10	14	9	11	14	16	18	23	31	11	7	0	0	11	19	19	20	24	21	17	22
Voloshinov_StilistikaHudozestvennoyRechi	19	29	27	23	13	25	28	20	22	31	27	21	3	3	3	16	20	7	31	31	42	38	28	31	21	0	35	0	2	8	22	1	6	16	6	33	34	24	23	19	20	25	17	18	8	29	20	28	23	21	17	21	27	23	22	16	15	18	31	28	32	35	62	16	8	1	11	0	36	46	36	43	40	34	36
Vygotskiy_Myshlenieirech	68	78	85	68	40	55	109	69	90	99	89	70	14	12	10	71	79	17	106	103	160	151	96	122	80	0	101	0	3	23	76	2	13	50	9	129	135	99	79	83	80	72	68	62	16	100	59	76	78	59	52	52	74	65	66	88	57	55	117	125	127	104	131	25	23	0	40	94	0	0	0	0	197	168	199
Vygotskiy_Psychologia	53	65	66	60	34	57	105	60	99	92	89	72	21	15	15	58	73	17	122	110	156	154	109	135	80	0	95	0	6	25	64	2	12	48	11	128	147	98	71	79	80	69	66	55	16	90	61	71	75	55	54	51	68	57	61	83	54	51	123	117	117	94	101	20	22	0	37	71	165	177	174	172	0	0	0
