text	Bakhtin_FransuaRableINarodnaiaKultura_part1	Bakhtin_FransuaRableINarodnaiaKultura_part2	Bakhtin_FransuaRableINarodnaiaKultura_part3	Bakhtin_FransuaRableINarodnaiaKultura_part4	Bakhtin_KFilosofiiPostupka_part1	Bakhtin_ProblemaSoderzhaniaMateriala_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part1	Bakhtin_ProblemyPoetikiDostoevskogo_part2	Bakhtin_ProblemyTvorchestvaDostoevskogo_part1	Bakhtin_formyVremeniIChronotopaVRomane_part1	Bakhtin_slovoVRomane_part1	Berdyaev_MirosozercanieDostoevskogo_part1	Berdyaev_NovoeSrednevekovje_part1	Berdyaev_OtkrovenieoChelovekeDostoevskij_part1	Berdyaev_VelikijInkvizitor_part1	Ircho_Komedia_part1	Ircho_Komedia_part2	Kanaev_SovremennyiVitalizm_part1	Losev_DialektikaMifa_part1	Losev_DialektikaMifa_part2	Losev_ProblemaSimvolaiRealistich_part1	Losev_ProblemaSimvolaiRealistich_part2	Losev_ProblemaSimvolaiRealistich_part3	Losev_VeschiImya_part1	Losev_VladivirSolovjev_part1	Medvedev_BTomashevskiyTeoriaLiteratury_part1	Medvedev_FormalnyjMetodvLiteraturovedenii_part1	Medvedev_IolandNeifeldDostoevskiy_part1	Medvedev_SotsiologizmBezSotsiologii_part1	Medvedev_UchenyiSalierizm_part1	Medvedev_VLabPisatelia_part1	Medvedev_ViktorShklovskiyTeoriaProsy_part1	Nazirov_TragedijnoeNachaloPetrVerxovenskij_part1	Nazirov_TvorcheskiePrincipyDostoevskogo_part1	Nazirov_VrazhdaKakSotrPrototypStavrogina_part1	Potebnia_Myslijsyk_part1	Potebnia_Myslijsyk_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part1	Propp_IstoricheskieKorniVolshebnoiSkazki_part2	Propp_IstoricheskieKorniVolshebnoiSkazki_part3	Propp_IstoricheskieKorniVolshebnoiSkazki_part4	Propp_MorfologiaSkazki_part1	Propp_RusskieAgrarnyePrazdniki_part1	Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean_part1	Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast_part1	Tiupa_AnalitikaHudozhestvennogo_part1	Tiupa_AnalitikaHudozhestvennogo_part2	Tiupa_DiskursIZhanr_part1	Tiupa_HudozhestvennostChehovskogoRasskasa_part1	Tiupa_HudozhestvennyiDiskurs_part1	Tiupa_LitereturaIMentalnost_part1	Tiupa_Narrotologia_part1	Tiupa_NarrotologicheskiyChehov_part1	Tiupa_TeoriaLiteretury3glavy_part1	Tiupa_VvedenieVSravnitelnuyuNarrotologiu_part1	Trubetskoy_EvropaiChelovechestvo_part1	Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom_part1	Trubetskoy_VerxiiNizyReligiiIndii_part1	Vinokur_KulturaYazyka_part1	Vinokur_StatiiOPushkine_part1	Vinokur_VvedenieVizuchenieFilologicheskichNauk_part1	Voloshinov_Freidism_part1	Voloshinov_MarksizmFilosofijaJazyka_part1	Voloshinov_OGranitsachLingvistikiIPoetiki_part1	Voloshinov_PoTuStoronuSotsialnogo_part1	Voloshinov_RetstnziiaNaVinogradova_part1	Voloshinov_SlovoVZhizniISlovoVPoezii_part1	Voloshinov_StilistikaHudozestvennoyRechi_part1	Vygotskiy_Myshlenieirech_part1	Vygotskiy_Myshlenieirech_part2	Vygotskiy_Myshlenieirech_part3	Vygotskiy_Myshlenieirech_part4	Vygotskiy_Psychologia_part1	Vygotskiy_Psychologia_part2	Vygotskiy_Psychologia_part3
Berdyaev_VelikijInkvizitor	2	0	1	1	0	5	6	3	7	2	1	146	2	275	0	2	0	1	9	10	7	10	8	8	7	0	5	0	0	2	3	0	2	4	0	7	2	4	2	5	4	5	1	2	0	2	2	2	7	1	2	1	0	1	1	1	6	1	5	10	2	7	3	0	1	0	1	1	3	3	4	3	8	6	5
Ircho_Komedia	25	37	37	30	16	21	34	35	28	43	28	30	7	10	2	0	0	12	52	32	37	47	60	26	37	2	43	4	3	11	30	0	10	32	10	35	51	36	30	33	32	31	32	29	10	53	26	36	36	21	29	28	35	24	35	42	19	34	65	70	55	38	46	13	21	1	19	25	60	67	63	63	64	55	62
Kanaev_SovremennyiVitalizm	16	16	20	11	14	13	17	21	19	14	14	10	5	1	1	5	8	0	15	12	19	19	14	21	13	0	22	0	2	7	6	1	3	10	4	12	16	14	9	12	11	11	9	7	4	13	12	8	11	11	9	9	9	13	8	14	14	9	12	16	18	30	21	12	15	1	11	9	20	22	18	20	16	18	15
Losev_DialektikaMifa	39	35	52	40	44	54	84	56	88	57	58	52	14	10	14	35	49	24	0	0	220	199	98	240	73	1	72	2	11	16	60	4	9	36	18	69	72	71	45	62	57	61	27	42	13	116	37	45	61	37	32	30	39	43	39	63	48	39	96	91	90	77	79	23	30	3	38	47	87	76	75	86	107	85	92
Losev_ProblemaSimvolaiRealistich	48	74	67	75	41	73	101	73	90	89	68	72	23	17	14	60	67	36	245	185	0	0	0	218	121	4	87	6	8	20	83	4	15	62	19	91	119	100	71	70	71	71	56	52	17	89	60	71	72	64	58	44	66	69	54	77	56	57	135	128	125	95	123	33	37	5	53	67	143	139	120	128	140	117	121
Losev_VeschiImya	17	26	29	21	21	30	35	22	31	23	19	24	12	7	8	12	20	21	132	127	121	118	60	0	41	0	30	0	4	6	26	4	5	25	11	48	44	45	21	32	27	38	18	28	14	44	23	30	26	33	17	20	20	35	19	29	20	21	59	49	50	44	43	13	14	1	24	20	56	44	45	47	58	38	46
Losev_VladivirSolovjev	27	43	51	36	19	38	52	46	52	38	38	34	11	11	11	47	42	22	77	94	142	151	113	87	0	1	57	2	13	10	43	3	13	30	20	62	70	51	47	37	47	41	43	28	10	49	44	36	54	34	33	23	39	38	38	47	32	37	65	80	66	63	67	25	18	3	20	41	69	76	60	64	78	64	74
Medvedev_BTomashevskiyTeoriaLiteratury	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	1	0	0	1	3	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0
Medvedev_FormalnyjMetodvLiteraturovedenii	57	80	64	58	39	95	109	77	116	74	79	39	13	5	6	33	46	31	71	61	80	79	51	59	41	3	0	0	58	57	56	44	7	33	11	68	65	39	35	41	36	44	26	46	10	68	31	36	55	46	32	30	40	48	38	49	39	32	75	75	67	105	169	72	39	4	74	62	78	84	67	77	224	64	58
Medvedev_IolandNeifeldDostoevskiy	0	1	2	3	0	0	2	0	0	3	0	1	0	0	0	3	1	0	0	0	1	1	5	0	2	0	0	0	0	0	1	0	1	2	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	2	1	0	1	1	0	1	0	0	0	2	1	1	0	6	3	3
Medvedev_SotsiologizmBezSotsiologii	2	4	6	1	4	12	6	4	8	4	7	1	3	0	0	2	2	2	6	8	4	4	2	4	7	0	56	0	0	8	6	0	2	2	2	6	9	0	2	1	2	3	1	2	2	4	3	6	4	4	3	3	2	3	4	3	2	4	7	4	1	4	5	2	0	1	5	2	4	5	1	5	7	5	7
Medvedev_UchenyiSalierizm	6	10	11	8	7	14	11	15	14	6	11	6	1	0	2	7	9	7	11	10	9	10	9	6	7	2	33	0	8	0	11	18	2	6	4	8	11	6	4	3	4	3	1	8	3	8	3	7	10	7	8	4	7	8	6	9	5	12	13	8	11	11	11	4	7	1	8	4	14	7	13	9	22	9	3
Medvedev_VLabPisatelia	18	25	29	20	12	26	30	24	35	34	31	21	5	3	3	19	17	6	47	27	45	44	30	25	28	0	35	1	6	11	0	5	9	27	10	25	25	30	16	19	22	19	19	20	5	32	19	32	32	30	25	16	28	29	30	30	14	16	40	49	36	22	39	18	6	4	16	22	33	29	35	38	44	24	26
Medvedev_ViktorShklovskiyTeoriaProsy	2	2	3	1	1	1	1	3	1	4	2	0	0	0	0	0	0	1	3	2	2	3	2	4	2	0	42	0	0	18	5	0	0	2	1	2	3	1	1	1	1	1	2	1	0	2	1	3	2	2	3	1	2	3	2	2	2	1	3	2	5	2	2	1	1	0	2	2	4	6	3	3	3	1	3
Nazirov_TragedijnoeNachaloPetrVerxovenskij	5	7	6	7	5	5	10	12	7	6	7	5	1	3	2	8	5	3	7	3	5	3	9	5	13	0	6	1	2	2	9	0	0	33	9	6	6	3	3	1	6	2	4	2	2	9	6	5	8	5	6	5	6	4	5	4	3	6	10	9	5	7	6	4	0	2	4	7	8	5	3	8	5	4	8
Nazirov_TvorcheskiePrincipyDostoevskogo	22	30	31	21	16	20	214	161	143	30	18	45	10	19	6	24	21	10	31	33	39	44	32	31	26	0	25	4	3	10	30	3	36	0	107	25	24	24	23	22	20	21	20	15	8	39	20	29	30	24	24	21	26	28	24	21	13	18	34	41	33	30	34	9	18	4	14	20	33	29	34	31	39	35	31
Nazirov_VrazhdaKakSotrPrototypStavrogina	5	7	10	5	4	4	8	7	8	7	8	7	0	4	0	2	8	4	11	8	10	9	11	11	14	0	10	1	2	4	10	1	9	22	0	4	7	2	5	3	1	7	2	6	4	6	3	9	7	10	7	6	13	10	10	5	5	7	7	12	12	10	10	6	1	2	6	7	6	4	4	5	7	3	6
Potebnia_Myslijsyk	37	40	54	35	38	50	85	52	82	52	60	51	21	9	10	26	58	23	82	68	110	98	76	80	66	0	77	1	12	19	52	4	10	34	8	0	0	63	56	71	44	61	53	48	12	68	43	50	63	48	42	35	59	51	48	75	38	49	137	95	93	60	80	26	20	4	31	50	94	133	93	101	353	94	96
Propp_IstoricheskieKorniVolshebnoiSkazki	40	58	65	45	32	42	61	53	61	62	44	41	17	15	9	45	58	30	106	90	125	105	86	84	70	0	61	2	5	14	62	4	10	46	10	76	77	0	0	0	0	294	121	45	9	72	38	62	56	35	35	37	51	39	57	67	37	43	111	102	105	78	79	31	37	2	36	46	92	110	110	100	102	101	125
Propp_MorfologiaSkazki	11	19	16	13	20	25	18	19	22	19	21	11	5	1	5	23	17	11	35	37	37	40	28	37	23	0	28	0	3	3	19	1	2	18	7	28	34	106	68	56	131	0	32	13	5	18	16	14	21	20	14	13	17	21	15	25	19	15	35	34	36	28	32	12	13	2	13	20	29	37	34	27	48	35	44
Propp_RusskieAgrarnyePrazdniki	19	25	30	16	12	11	28	21	19	29	18	19	9	1	1	32	24	12	22	22	42	39	40	23	34	0	20	1	1	1	20	3	5	21	2	34	35	54	54	56	56	42	0	16	2	20	19	24	24	10	13	14	20	14	21	26	14	23	38	36	41	26	30	11	11	0	13	20	42	39	30	49	31	37	30
Savitsky_EvropaiEvraziaMigracijaKulturyKontinentOkean	21	26	22	23	15	15	23	15	21	26	26	14	6	1	2	21	16	7	24	26	28	30	23	27	15	0	31	1	2	8	20	1	2	14	6	27	30	19	12	15	20	13	12	0	15	25	12	19	22	13	27	20	22	14	19	184	25	12	31	23	27	21	35	7	13	1	14	17	29	34	27	29	30	20	27
Savitsky_PoddanstvoIdeiDvaMiraStepiOsedlast	8	6	7	9	5	6	8	7	10	7	8	2	2	1	0	7	6	4	6	12	12	6	6	13	8	0	8	0	2	3	5	0	2	7	4	4	10	3	4	3	2	5	1	15	0	6	5	6	9	7	6	4	6	8	5	4	7	10	8	8	8	10	9	5	0	1	4	5	8	7	7	9	9	5	7
Tiupa_AnalitikaHudozhestvennogo	72	40	39	27	28	115	71	72	54	51	49	26	8	5	3	32	49	18	78	54	56	66	52	57	45	0	44	1	6	10	45	3	12	42	7	44	61	33	28	32	27	27	21	30	9	0	0	1143	145	5139	172	1788	360	6965	248	41	33	34	62	55	70	42	61	22	20	4	99	31	59	67	52	95	105	49	59
Tiupa_DiskursIZhanr	24	39	29	35	15	74	49	59	35	98	33	15	13	7	3	29	32	14	39	31	54	55	32	37	27	0	35	0	7	8	37	5	6	29	10	33	46	28	19	28	25	20	22	21	7	252	994	0	443	874	54	1075	591	861	729	38	25	25	54	40	44	33	39	13	11	3	25	27	47	36	42	44	49	33	41
Tiupa_HudozhestvennostChehovskogoRasskasa	17	39	23	34	20	38	48	34	42	45	28	15	9	7	7	25	39	15	39	37	49	47	50	32	42	1	41	1	4	11	38	2	9	30	10	46	44	39	24	26	26	26	21	30	9	119	82	499	0	88	66	585	3755	87	299	36	27	19	43	55	33	42	36	14	16	1	24	17	48	51	42	52	51	42	48
Tiupa_HudozhestvennyiDiskurs	18	23	22	19	13	31	54	50	27	37	20	15	3	3	1	12	14	11	24	23	31	37	27	33	17	1	33	1	4	7	30	2	5	17	10	22	22	17	12	13	12	20	9	13	7	1111	4071	820	68	0	1033	1836	163	17215	160	13	12	22	31	28	35	27	31	12	7	1	39	17	32	33	25	30	64	16	28
Tiupa_LitereturaIMentalnost	18	24	27	20	13	43	31	24	26	30	31	10	4	6	3	21	29	11	26	27	32	41	47	28	28	0	26	1	3	8	32	3	10	26	7	30	29	20	14	19	25	22	13	31	9	320	74	81	92	1096	0	34	61	1075	58	26	19	17	37	37	35	23	32	16	9	3	99	16	42	36	34	50	52	22	37
Tiupa_Narrotologia	17	21	22	12	10	13	23	23	19	26	19	9	5	4	1	17	20	9	17	17	21	20	24	20	12	0	17	1	3	4	16	1	5	15	6	16	20	12	11	12	14	13	8	20	4	647	1161	1059	127	1836	25	0	3121	1743	220	17	12	12	25	19	22	17	24	10	7	1	11	10	59	22	21	33	33	20	25
Tiupa_NarrotologicheskiyChehov	17	43	32	24	27	30	41	28	31	58	74	20	8	6	1	25	29	11	32	33	47	48	40	31	31	0	32	0	4	8	34	2	9	23	14	36	47	27	22	27	27	22	16	27	6	332	92	772	3302	215	49	4213	0	211	13632	26	16	25	51	48	43	26	38	15	13	2	33	21	40	54	44	42	50	37	44
Tiupa_TeoriaLiteretury3glavy	20	24	23	21	14	31	53	50	28	39	22	14	3	3	1	15	16	13	27	25	33	42	28	35	20	1	33	1	3	8	29	3	4	20	10	25	24	17	13	15	13	21	12	14	8	1016	5995	809	65	17215	1016	1743	168	0	153	15	14	22	32	30	35	28	35	13	8	1	40	17	34	36	26	31	45	19	31
Tiupa_VvedenieVSravnitelnuyuNarrotologiu	13	29	26	19	20	17	29	24	26	50	72	19	6	7	1	19	23	8	28	20	35	26	20	19	26	0	19	0	4	6	30	2	5	20	10	19	32	20	15	19	23	15	11	19	5	188	74	625	197	160	43	220	9036	153	0	18	12	18	21	31	34	13	29	9	9	2	13	21	24	32	34	25	34	29	27
Trubetskoy_EvropaiChelovechestvo	17	19	24	26	12	20	29	26	34	30	30	12	8	4	1	25	28	14	35	27	44	32	27	29	24	0	33	1	3	9	30	2	4	14	5	37	41	23	29	23	25	25	20	184	4	34	19	30	27	13	16	17	20	15	18	0	136	33	51	41	40	30	39	9	15	4	14	21	52	50	53	45	60	41	52
Trubetskoy_RusskajaProblemaSoblaznyObIstinnomiLozhnom	19	18	15	20	13	21	24	17	28	18	24	10	6	2	6	10	13	14	32	15	40	25	18	20	18	1	31	1	2	5	14	2	3	11	5	20	19	14	11	12	16	19	7	25	7	20	15	19	22	12	12	12	15	14	12	136	0	17	33	33	22	21	26	11	12	3	9	11	35	31	21	31	33	31	27
Trubetskoy_VerxiiNizyReligiiIndii	13	19	19	19	13	7	20	21	15	32	13	10	6	0	1	21	22	9	16	25	28	27	28	20	23	0	18	1	4	12	16	1	6	16	7	34	20	16	11	16	20	15	20	12	10	22	18	22	15	22	12	12	22	22	18	33	17	0	31	19	28	21	20	6	12	2	9	16	33	31	25	17	24	23	22
Vinokur_KulturaYazyka	44	51	49	40	29	53	71	50	74	58	66	35	13	10	10	51	60	20	93	96	121	110	71	85	66	3	85	4	8	19	66	4	12	39	11	98	154	69	46	61	48	59	43	43	9	72	40	46	56	46	38	37	62	47	45	71	44	39	0	144	135	65	80	21	22	3	33	46	109	92	82	95	141	79	91
Vinokur_StatiiOPushkine	37	41	37	30	26	32	69	39	67	49	43	36	15	9	10	54	63	18	90	64	95	93	79	64	79	2	67	2	6	11	57	2	12	47	19	71	69	57	50	49	50	50	37	29	9	50	48	42	61	43	39	27	41	45	40	57	38	33	127	0	112	66	58	20	23	4	27	48	76	75	74	69	87	73	75
Vinokur_VvedenieVizuchenieFilologicheskichNauk	25	30	29	24	17	17	37	33	34	38	36	23	6	9	2	32	31	18	54	48	55	71	45	49	38	0	44	0	1	11	36	5	5	23	12	47	54	45	35	36	32	36	30	27	8	58	25	31	24	35	24	22	35	35	34	40	22	28	92	80	0	39	51	20	15	3	23	26	54	52	50	69	57	44	57
Voloshinov_Freidism	38	34	47	32	19	43	55	51	50	38	43	20	6	4	7	21	23	30	35	52	49	50	35	44	40	0	53	1	4	11	22	2	7	25	10	29	36	28	24	21	25	28	22	21	10	29	19	23	33	27	15	17	16	28	13	30	21	21	35	53	39	0	82	20	1959	4	34	37	61	57	52	57	50	35	45
Voloshinov_MarksizmFilosofijaJazyka	62	57	52	44	40	55	71	76	105	66	85	35	7	10	3	25	36	25	60	52	83	85	58	52	46	0	120	1	6	12	45	3	8	33	10	47	61	44	36	28	31	40	31	47	10	62	25	40	41	35	29	29	44	39	38	45	35	28	59	55	64	101	0	42	38	6	49	765	74	85	64	356	69	66	61
Voloshinov_OGranitsachLingvistikiIPoetiki	9	11	16	5	8	10	12	21	13	14	10	8	1	3	0	9	9	12	10	16	16	19	13	13	15	0	30	0	2	4	18	1	4	9	6	14	13	15	10	11	14	12	8	7	5	17	12	8	14	12	10	10	10	13	9	9	11	6	13	11	20	20	36	0	4	8	12	33	17	18	15	25	21	11	21
Voloshinov_PoTuStoronuSotsialnogo	20	15	24	11	11	26	24	18	18	25	16	7	5	0	1	10	15	15	21	16	18	22	16	14	7	0	18	1	0	7	6	1	0	17	1	10	11	15	11	10	16	13	8	13	0	16	6	7	15	7	7	7	10	8	9	15	12	12	13	16	15	1959	33	4	0	0	18	7	18	24	12	18	18	15	18
Voloshinov_RetstnziiaNaVinogradova	3	3	3	2	1	2	4	3	2	1	2	1	0	1	0	1	1	1	2	1	1	3	1	1	3	0	4	0	1	1	4	0	2	3	2	1	4	0	1	1	1	2	0	1	1	4	1	3	1	1	3	1	2	1	2	4	3	2	1	2	3	4	5	8	0	0	2	5	1	1	0	4	3	1	1
Voloshinov_SlovoVZhizniISlovoVPoezii	18	22	23	19	20	32	39	32	43	23	32	13	4	3	1	13	13	11	23	24	29	21	22	24	15	0	32	0	5	8	16	2	4	13	6	15	18	17	11	12	13	13	11	14	4	96	7	23	20	39	28	11	31	40	13	14	9	9	19	21	23	34	42	12	18	2	0	25	26	24	23	24	23	19	27
Voloshinov_StilistikaHudozestvennoyRechi	20	19	21	15	11	15	22	24	23	27	14	10	3	1	1	12	17	9	29	24	39	35	14	20	23	0	34	0	2	4	22	2	7	16	7	28	22	17	18	13	19	20	17	17	5	25	14	18	15	17	13	10	18	17	21	21	11	16	29	31	26	37	753	33	7	5	25	0	40	38	32	41	40	25	29
Vygotskiy_Myshlenieirech	86	77	90	67	47	63	125	105	108	91	84	61	29	11	7	85	100	49	128	125	189	183	122	128	99	3	120	3	12	29	97	8	19	56	10	147	151	109	101	86	87	73	89	76	17	141	91	90	96	109	65	97	90	112	75	125	78	65	152	131	140	153	432	44	51	5	64	102	0	0	0	0	253	193	241
Vygotskiy_Psychologia	41	64	74	53	37	68	85	69	90	84	70	48	23	14	17	66	78	36	143	115	151	144	90	105	82	1	91	10	15	29	72	4	13	64	10	106	347	102	76	87	76	94	52	51	12	115	65	66	75	78	40	55	69	62	62	104	69	49	144	125	108	100	117	36	35	4	48	72	199	214	197	192	0	0	0
