2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
может быть	9	12
и понятий	3	2
с таким	3	3
о том	8	5
и неспонтанных	2	2
в этой	6	3
школьном возрасте	19	5
и научных	3	4
и к	2	5
что обучение	9	2
свою очередь	3	2
этом отношении	5	7
по пиаже	3	3
путь от	2	2
из них	2	4
что и	3	9
вопроса о	3	2
как в	5	5
от развития	5	2
различные предметы	3	2
как и	8	9
в развитии	28	25
понятий и	15	9
умственное развитие	2	3
к которым	2	2
показали что	7	4
самом деле	3	7
что научные	3	6
и то	4	10
как они	3	4
свое время	2	2
ту же	2	2
ребенка на	4	2
понятия не	3	7
в виду	2	3
их в	2	2
тому что	5	4
мысли как	2	2
в отличие	2	2
по своей	3	6
только что	5	4
для объяснения	4	2
возрасте в	3	2
те же	2	6
но они	2	2
в основе	8	17
одной стороны	3	9
в образовании	2	7
и что	12	8
в смысле	3	4
ребенком в	2	3
на его	2	3
с другой	4	12
мы его	4	2
