2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
это не	3	5
прежде всего	7	2
в современной	2	2
в уме	2	5
речи не	5	2
но не	3	3
переходе от	3	2
если бы	5	5
данном случае	5	2
для него	3	2
именно в	6	3
в одинаковой	3	2
что оно	4	4
и мышление	2	3
говорили выше	2	3
что с	5	4
так что	4	3
развития в	3	6
возникает из	6	2
во всем	3	3
представляет собой	19	3
в мысли	3	2
между ними	3	4
с одной	5	9
детской мысли	2	17
и для	5	4
этом случае	14	3
развития научных	2	10
детского мышления	4	24
в речи	5	4
тем же	5	4
и той	2	4
как известно	2	3
всем протяжении	4	2
одним и	2	3
по своему	9	4
если мы	5	10
друг с	2	7
тогда когда	5	8
мы видим	3	10
даже в	2	2
между собой	6	5
говорит толстой	2	2
приводит нас	3	3
мы должны	6	11
не является	3	5
в этих	2	3
идет о	2	3
то что	24	15
мы видели	3	6
что все	2	3
в области	4	4
с другом	2	7
стороны и	4	2
и здесь	2	2
с этой	5	4
как говорит	5	2
заключается в	6	18
не только	24	15
мышления от	2	2
том что	17	35
ли не	2	2
могут быть	2	7
мы могли	6	9
а не	6	7
во всяком	2	4
мыслью и	6	2
теории пиаже	2	2
мышления мы	3	5
на котором	3	2
и другой	3	3
во всей	2	4
и от	4	3
друг друга	4	4
в сущности	9	4
в нашем	4	4
сказать что	8	6
мы уже	3	5
слова он	2	2
из этих	3	2
которое мы	2	2
и он	2	2
нами в	4	4
в процессе	5	27
в силу	5	6
научных понятий	2	28
на деле	2	3
процесс развития	2	13
остановиться на	2	2
в свою	2	2
входит в	2	2
с теоретической	2	2
связана с	3	2
ребенка как	2	2
того что	14	10
в отношении	2	10
только к	2	3
не менее	4	3
в чем	3	3
что при	2	2
что эта	6	3
мышления как	3	2
и является	3	3
то же	8	16
к этому	2	4
в памяти	2	2
том же	2	2
выводу что	2	2
мышлении и	9	2
так как	14	10
развития и	2	3
случае не	2	2
в известном	2	2
с возрастом	6	2
на то	4	5
как мы	14	13
все эти	6	5
его к	2	4
не могут	4	3
в наших	4	2
точно так	2	3
как это	5	9
внимание на	2	3
неизбежно приводит	2	2
не в	4	4
ребенка к	2	3
которые мы	4	3
ожидать что	3	2
может быть	7	12
ни в	2	3
о том	4	5
и во	4	3
в этой	3	3
почти всегда	2	3
иначе чем	2	3
и к	7	5
этом отношении	3	7
свою очередь	2	2
что и	3	9
вопроса о	2	2
как в	4	5
как и	15	9
в развитии	10	25
один из	2	3
понятий и	2	9
самом деле	6	7
и то	7	10
переходя от	3	2
слово и	9	2
ту же	2	2
в виду	5	3
и других	2	3
целый ряд	4	5
тому что	9	4
значение слова	13	7
по своей	10	6
в отличие	2	2
только что	5	4
для объяснения	2	2
в основе	3	17
одной стороны	5	9
выражается в	2	2
и что	6	8
в смысле	6	4
на его	2	3
с другой	4	12
