2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
с ним	3	4
и речи	13	20
деятельность ребенка	2	2
тем самым	3	2
ребенка с	4	3
были бы	2	3
в функциональном	2	10
же как	2	6
мы не	10	9
раньше чем	2	2
указывает на	2	2
этого слова	3	4
из которых	3	5
ребенок не	2	9
мышлении ребенка	2	7
в последнее	4	3
по отношению	6	3
в детском	2	4
с мы	3	4
или в	3	2
в начале	4	2
а с	4	3
ребенком и	2	3
иначе говоря	2	2
в зависимости	6	5
с мышлением	5	3
видели что	5	3
можно было	5	6
что она	3	5
в своей	4	2
прежде всего	4	4
в высшей	7	6
но не	3	6
речи не	2	2
если бы	8	5
тот же	7	2
независимо от	4	4
для него	3	5
именно в	2	5
что оно	4	4
связь с	2	3
мы будем	3	2
человека и	3	5
говорили выше	2	2
что с	5	4
этот вывод	2	3
взрослого человека	3	10
развития в	6	2
вопрос об	2	2
во всем	2	3
а также	2	2
представляет собой	2	6
и их	5	3
которых он	3	2
с одной	7	5
из того	4	2
и для	2	2
детского мышления	23	8
фазу в	4	2
и той	2	2
генетическом отношении	2	3
мышления которая	2	3
последнее время	5	3
как известно	6	3
не представляет	2	2
относятся к	2	2
на том	2	3
если мы	6	3
друг с	2	5
тогда когда	5	4
мышление и	3	5
мы видим	4	3
находится в	2	2
внутренней речи	5	19
на этой	2	5
приводит нас	2	3
мы должны	6	6
мышления ребенка	3	7
не является	9	8
для этого	3	2
как он	6	3
к установлению	3	2
речи и	15	8
в этих	2	2
и особенно	3	2
то что	20	15
мы видели	6	6
ступень в	3	7
с другом	2	5
говорит он	12	4
с этой	2	3
как говорит	2	5
заключается в	8	9
с его	4	2
не только	15	6
том что	27	20
животных и	3	2
на этот	6	2
могут быть	2	5
мы могли	4	9
от того	2	4
той или	2	2
речи но	3	2
уже сказано	3	5
к внутренней	5	2
само по	2	2
отношения между	3	5
во всяком	7	4
все время	3	2
всяком случае	6	4
внутренняя речь	3	5
речи как	3	4
друг друга	5	4
и эта	2	2
сказать что	6	4
мы уже	6	5
из этих	4	4
ребенок начинает	3	2
генетические корни	3	4
внешней речи	3	6
жизни ребенка	2	4
речи в	6	4
зависимости от	6	6
в процессе	11	27
в силу	2	6
нет никаких	2	4
на деле	5	3
развитии ребенка	4	4
процесс развития	3	2
моментов в	2	2
ребенка как	3	3
того что	17	10
в отношении	6	6
в своем	9	4
функциональное употребление	2	3
то же	5	2
к этому	4	3
является для	4	2
в которых	3	3
эгоцентрическая речь	10	4
у шимпанзе	14	3
того же	3	6
так как	4	12
с их	2	2
с ней	2	3
по различным	2	2
бы с	3	2
речи ребенка	3	4
в известном	2	4
на то	6	4
между знаком	3	2
как мы	6	8
все эти	3	7
бы что	2	4
его к	2	3
не могут	2	4
как это	6	7
мышление ребенка	7	2
не в	8	6
но все	2	2
рассматриваться как	3	4
может быть	9	13
всякий раз	2	2
ни в	2	9
можно считать	2	3
мы знаем	7	4
и все	3	4
о том	9	5
в этой	6	5
и к	6	5
самый процесс	2	2
своей психологической	3	2
знаком и	3	2
этом отношении	3	3
уже говорили	3	5
от речи	4	3
из них	3	4
что и	2	10
как в	4	9
как и	6	15
в развитии	26	24
в течение	2	2
развития детского	7	2
показали что	2	4
к которым	4	4
развитии мышления	5	7
на которых	2	2
в следующем	3	2
отнюдь не	2	4
ребенка на	2	3
речь и	5	4
их в	4	3
с развитием	4	2
и других	2	2
который в	4	3
с ее	2	5
по своей	6	7
в отличие	3	6
только что	3	2
или менее	2	3
когда в	2	3
в основе	3	16
раньше всего	2	2
одной стороны	7	5
в один	2	2
там где	6	4
и что	8	10
представлен в	2	2
с другой	6	6
от внешней	5	3
и по	3	5
