2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
представляет собой	6	3
между ними	3	7
совпадает с	6	4
возраста в	2	2
связанные с	2	3
в понятиях	13	5
из того	2	5
детского мышления	8	2
основе этого	2	2
и той	2	3
на каждой	2	11
последнее время	3	2
как известно	3	7
на том	3	2
и том	2	2
по своему	11	2
если мы	3	2
друг с	5	5
тогда когда	4	6
мы видим	3	7
между собой	13	9
одного и	4	4
на этой	5	5
мы должны	6	3
для этого	2	2
к установлению	2	3
речи и	8	5
в этих	2	2
эти последние	2	2
то что	15	28
мы видели	6	8
ступень в	7	5
в области	7	6
с другом	5	5
и здесь	2	3
с этой	3	2
с его	2	3
заключается в	9	7
к другим	2	11
не только	6	16
том что	20	19
животных и	2	2
на этот	2	4
ступени развития	5	6
могут быть	5	5
мы могли	9	12
от того	4	10
к частному	4	2
который мы	2	4
и на	6	5
отношения между	5	4
не обнаруживает	4	2
для возникновения	3	2
на котором	2	2
все время	2	3
силу того	2	5
речи как	4	2
и от	2	2
друг друга	4	4
сказать что	4	13
мы уже	5	2
развитии понятий	3	5
из этих	4	3
как на	2	3
понятие в	4	2
речи в	4	2
нами в	2	2
зависимости от	6	5
в процессе	27	9
в силу	6	17
как с	4	2
еще в	2	2
единичных предметов	2	3
развитии ребенка	4	2
остановиться на	3	3
моментов в	2	2
становится возможным	2	5
того что	10	24
слов и	5	3
в отношении	6	10
не менее	6	2
в чем	2	6
мог бы	4	3
в своем	4	7
понятий в	6	12
то же	2	7
между отдельными	5	3
в которых	3	2
представления о	2	2
мышления не	2	3
того же	6	7
понятий мы	4	3
так как	12	10
же точно	3	3
с ней	3	3
речи ребенка	4	2
возрасте и	4	2
на то	4	4
как мы	8	10
все эти	7	2
не могут	4	5
как это	7	3
а по	2	3
внимание на	2	2
не в	6	4
может быть	13	13
всякий раз	2	3
мы знаем	4	4
и все	4	5
в этой	5	5
и к	5	6
этом отношении	3	3
развития понятий	5	6
то время	4	6
из них	4	2
что и	10	4
как в	9	3
как и	15	6
в развитии	24	24
возрастной ступени	3	2
один из	6	3
ясно что	2	4
понятий и	7	10
показали что	4	4
в нашей	2	3
и то	2	4
как они	2	2
в случае	3	3
с развитием	2	6
и других	2	7
тому что	2	11
значение слова	4	3
по своей	7	3
данной ступени	2	4
только что	2	2
связей между	2	2
в основе	16	3
там где	4	7
и что	10	6
на его	2	3
с другой	6	2
время как	4	5
и по	5	3
