2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
того что	24	14
слов и	3	2
в отношении	10	2
только к	3	2
не менее	2	4
каждой из	2	3
в чем	6	3
мог бы	3	3
что при	4	2
что эта	2	6
мышления как	2	3
исследование показывает	6	2
и является	2	3
то же	7	8
сих пор	3	3
в которых	2	2
эти отношения	5	2
том же	5	2
так как	10	14
развития и	10	2
же точно	3	3
с ней	3	2
совершенно особую	2	2
речи ребенка	2	10
относящихся к	3	4
мы говорим	2	2
при переходе	6	3
на то	4	4
продуктивного мышления	2	2
как мы	10	14
на вопрос	2	5
все эти	2	6
не могут	5	4
в наших	4	4
как это	3	5
а по	3	2
внимание на	2	2
не в	4	4
поэтому мы	2	2
может быть	13	7
мы знаем	4	2
отношений между	10	3
в этой	5	3
и к	6	7
ко всем	4	2
что у	2	4
этом отношении	3	3
значений слов	5	3
то время	6	2
что и	4	3
как в	3	4
как и	6	15
в развитии	24	10
не иначе	4	2
один из	3	2
втором случае	2	3
понятий и	10	2
самом деле	2	6
и то	4	7
себе ничего	2	2
в случае	3	2
ту же	3	2
и других	7	2
и обратно	4	3
целый ряд	4	4
тому что	11	9
но с	2	2
этот факт	2	2
значение слова	3	13
по своей	3	10
только что	2	5
для объяснения	2	2
в конце	2	4
сущности говоря	4	2
в основе	3	3
и что	6	6
на его	3	2
с другой	2	4
время как	5	2
и по	3	3
