2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
и во	2	2
на что	2	2
е в	2	4
только о	3	3
е что	2	6
из них	2	3
что и	6	6
как и	7	7
т д	15	23
ни от	2	4
ясно что	11	7
она есть	10	10
то значит	2	3
что есть	2	4
крайней мере	7	5
и то	3	4
всего иного	2	2
бытия и	4	2
в коем	2	3
отнюдь не	4	10
не говоря	3	2
в виду	9	7
слово –	2	2
своей и	3	2
личность как	4	2
и объекта	5	3
есть не	5	9
его как	2	3
только что	2	4
хотя бы	4	4
но они	2	2
в основе	10	3
и тут	3	3
– как	5	3
о ней	2	2
уже о	4	2
и что	9	15
в смысле	5	2
и вот	11	2
и по	2	2
