2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
и не	18	19
за пределы	2	2
членораздельный звук	2	9
даже и	2	2
мы можем	2	12
в одном	8	6
с самого	3	2
бы в	4	2
но и	20	9
того чтобы	2	2
для того	3	5
по времени	2	3
потому что	52	49
в собственном	2	2
в которой	2	5
в каждом	4	2
слова и	4	3
отдельных лиц	2	2
в слове	8	13
в его	5	2
в организме	3	2
с ним	3	5
тем самым	4	4
в каком	6	3
слагаются в	2	2
не имеем	2	3
согласно с	4	3
мы не	10	11
одной и	3	2
в ней	7	3
сравнительно с	2	4
но вместе	2	2
же в	2	5
не было	4	6
это последнее	2	4
по отношению	13	2
можно думать	2	2
этих последних	3	2
или в	2	2
что на	6	3
что язык	16	2
а потому	10	5
на память	2	2
заметить что	2	6
в действительности	4	2
что например	3	2
мы в	2	3
в нем	20	9
и того	2	6
оно не	3	3
тем как	3	2
это не	7	3
с в	5	2
прежде всего	4	7
но это	5	3
в состоянии	3	6
таком случае	2	2
но если	2	2
но не	8	12
то есть	42	30
если бы	14	11
и т	6	6
независимо от	6	9
для него	4	10
что оно	2	4
по крайней	2	5
о котором	3	2
одним словом	2	4
подобным образом	4	3
разница между	3	2
не все	2	2
указания на	2	4
так что	16	10
так сказать	2	4
общего чувства	4	9
для нее	2	2
в таком	5	4
во всем	4	2
только по	2	3
и их	3	5
в мысли	8	5
и притом	4	3
все остальные	4	5
с одной	3	4
и для	5	3
душевной жизни	9	7
удовольствия и	4	4
тем же	2	3
и той	3	2
состояние души	2	3
lotze т	4	6
тогда как	2	10
что во	2	2
вопрос о	4	2
между прочим	2	4
если мы	3	3
должны быть	7	4
тогда когда	9	10
мы видим	4	2
одного и	2	6
точке зрения	2	2
мы должны	3	2
общее чувство	3	2
что не	10	5
то мы	2	2
в этих	7	3
то что	10	20
между собою	6	7
нашего организма	3	2
что все	3	2
указывают на	2	2
том как	3	3
не зная	2	2
к другим	2	3
не только	21	15
том что	16	8
в деятельности	2	2
чувственные восприятия	4	4
членораздельным звуком	2	2
могут быть	9	8
от того	4	5
действует на	3	2
а не	21	18
то это	5	3
само по	4	2
есть только	11	6
думать что	3	3
во всяком	3	7
сама по	3	2
в душе	11	23
в самой	3	3
как увидим	2	2
и от	3	3
друг друга	5	2
стремление к	2	2
с а	2	4
сказать что	3	2
и может	2	3
что чувство	2	2
между тем	5	6
только посредством	9	2
из этих	4	4
есть в	2	2
как на	3	3
одно из	3	3
есть нечто	4	3
которое мы	2	3
но эти	2	2
на деле	4	3
в человеке	10	4
в свою	4	6
в одно	2	8
и потому	5	2
и звук	2	4
подобно тому	3	4
по поводу	3	6
и есть	2	2
того что	8	7
чувства и	13	4
не менее	6	5
мог бы	2	3
тем не	6	6
то же	6	12
на все	2	3
если и	2	2
если б	2	5
имеют для	3	2
того же	3	14
humboldt т	21	10
в языке	33	3
как например	2	3
и вообще	3	3
так как	21	10
и вместе	2	4
без сомнения	3	4
на то	2	5
вовсе не	5	9
восприятия и	3	2
не могут	4	7
точно так	11	9
можно бы	4	2
но тем	3	3
не в	15	13
которые мы	5	3
но все	2	2
искать причины	2	2
может быть	27	23
его с	2	2
а между	3	4
отношений между	3	3
и все	3	3
о том	2	5
и во	3	3
ко всем	2	2
свою очередь	4	6
когда мы	2	2
что и	6	11
как в	10	10
как и	9	7
т д	4	3
бы не	6	5
них не	2	3
под влиянием	2	8
крайней мере	2	5
и то	3	3
чувственных впечатлений	3	7
и других	4	2
тому что	3	2
есть не	2	5
только что	2	3
хотя бы	2	2
одной стороны	3	3
там где	4	4
и что	10	4
заключает в	2	4
с другой	7	6
от него	4	4
то не	3	3
быть названо	3	2
и по	6	2
