2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
к одной	3	3
таком случае	2	2
но не	7	8
то есть	34	42
если бы	12	14
и т	5	6
все в	2	2
независимо от	5	6
для него	9	4
что оно	11	2
его только	2	2
по крайней	5	2
связь с	3	2
одним словом	2	2
разница между	3	3
не все	4	2
так что	7	16
так сказать	2	2
вопрос об	2	3
в таком	3	5
только по	5	2
в мысли	2	8
и притом	2	4
за ним	3	2
все остальные	3	4
в некотором	2	2
с одной	7	3
слова не	2	2
из того	2	2
предмета а	3	2
что а	2	2
душевной жизни	6	9
в живой	2	2
тем же	4	2
и той	2	3
состояние души	2	2
lotze т	2	4
тогда как	2	2
прежде чем	2	3
есть для	5	2
но без	2	2
тогда когда	9	9
мы видим	2	4
в первом	3	5
мысли то	3	7
в разных	2	2
мы должны	4	3
что не	8	10
что же	2	2
бы было	2	2
развития мысли	5	3
то что	18	10
мы видели	4	4
между собою	6	6
что все	3	3
том как	3	3
с этой	2	2
не только	21	21
язык есть	2	17
том что	18	16
могут быть	3	9
действует на	5	3
от того	8	4
а не	15	21
и даже	2	4
то это	6	5
само по	3	4
с но	3	4
есть только	5	11
думать что	5	3
сама по	2	3
в душе	10	11
для себя	3	3
но оно	6	3
принять что	3	2
и от	4	3
языка в	5	6
друг друга	3	5
есть вместе	2	3
возможно только	3	5
сказать что	5	3
и может	3	2
из него	2	2
между тем	9	5
только посредством	5	9
из этих	9	4
как на	5	3
одно из	5	3
только при	2	2
есть в	3	2
есть нечто	4	4
которое мы	2	2
смысле в	2	4
на деле	5	4
в человеке	3	10
в свою	3	4
внутреннее единство	2	2
в одно	3	2
и потому	4	5
от нее	2	6
подобно тому	2	3
и звук	2	2
до слова	4	2
по поводу	4	3
и есть	3	2
того что	18	8
чувства и	3	13
не менее	5	6
притом не	2	4
в своем	5	3
что при	3	5
была бы	4	2
тем не	3	6
за тем	3	2
то же	23	6
смотрит на	2	3
на все	2	2
если б	5	2
и самое	2	2
образом и	3	2
том же	2	2
humboldt т	14	21
в языке	7	33
ничего общего	2	2
и вообще	3	3
так как	13	21
и вместе	3	2
без сомнения	4	3
на то	2	2
вовсе не	7	5
как мы	7	2
не были	2	2
его к	2	2
не могут	5	4
положим что	2	3
точно так	12	11
можно бы	4	4
но тем	2	3
не в	15	15
но все	2	2
то он	2	2
может быть	28	27
его с	2	2
а между	2	3
и все	3	3
о том	2	2
в этой	2	3
ко всем	2	2
свою очередь	3	4
когда мы	2	2
что и	13	6
как в	10	10
как и	10	9
т д	3	4
бы не	4	6
крайней мере	5	2
и то	8	3
тому что	3	3
есть не	7	2
посредством слова	6	6
только что	8	2
когда в	2	3
о предмете	2	3
одной стороны	3	3
в один	4	2
там где	3	4
и что	10	10
в смысле	4	4
с другой	7	7
заключает в	5	2
от него	2	4
то не	2	3
и по	4	6
что человек	2	5
