2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
не только	18	14
том что	7	8
неи мы	3	3
мы уже	6	6
немецких сказках	2	2
а затем	2	3
уже видели	4	3
северной сказке	2	2
и они	4	4
во время	2	6
ко мне	2	2
могут быть	2	5
говорят что	5	2
попадает в	5	11
тем что	4	4
а не	5	6
случаи показывают	2	2
же как	5	2
раньше чем	3	3
их в	2	3
должны были	8	3
в ней	4	2
не могла	2	2
то это	6	2
и на	4	4
случай мы	3	2
можно найти	5	4
не было	2	2
по отношению	3	2
в котором	5	2
в союз	6	2
этот мотив	4	5
немецкой сказке	2	3
сына в	4	2
или в	2	11
предположить что	3	7
ничего не	7	6
тому же	2	2
но они	4	2
временной смерти	4	2
одной стороны	3	2
в северной	2	3
превращается в	2	3
в том	6	9
нет ничего	2	2
книге мертвых	2	2
превращение в	2	2
русских сказках	2	2
но в	6	10
здесь мы	3	5
в сказке	21	50
и что	6	2
на его	2	3
как указано	3	2
с другой	2	7
но он	4	4
власть над	4	4
лес и	6	3
то не	2	2
сказать что	2	3
все же	9	5
его не	2	3
на островах	4	2
