2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
идет речь	4	2
не как	4	2
совершенно не	3	8
– мы	5	3
как же	5	5
не просто	7	7
бы в	4	3
но и	4	7
ни на	6	6
учение о	5	11
что тут	7	2
мифическое сознание	4	8
нем нет	2	3
для того	5	2
можем сказать	2	2
потому что	10	14
в особенности	4	5
тем более	6	2
с ними	4	2
в его	4	3
с ним	3	6
можно сказать	5	6
в каком	5	8
идеального и	2	2
в ней	5	3
никто не	2	2
что именно	7	2
не было	2	6
быть в	5	2
что даже	2	2
же это	5	3
что такое	5	10
сказали что	2	2
идеи и	4	5
в нем	5	16
в своей	3	2
идею и	3	3
что она	5	7
это не	12	9
прежде всего	11	10
но это	4	8
но если	5	5
если бы	6	12
можно только	3	2
и т	17	21
– и	4	3
и так	2	2
именно в	5	2
что оно	7	5
тоже не	2	2
отвлеченная идея	3	3
по крайней	7	4
всякий организм	3	2
реальное и	2	3
иметь в	2	3
он всегда	2	2
даже не	2	3
ничто не	2	3
есть просто	6	3
так что	6	15
есть мифология	3	3
для нее	2	2
во всем	2	2
на этом	3	2
не мешает	2	4
и их	2	2
и притом	3	4
должна быть	7	3
сказали мы	5	2
– вот	2	3
и для	5	2
нисколько не	2	4
очень много	2	3
быть и	3	4
или иное	3	3
которая не	2	2
вопрос о	2	2
образа в	2	2
тут есть	2	2
нет ни	3	2
есть всегда	3	4
иной раз	3	2
или по	4	2
если мы	5	2
мы видим	4	4
лишь как	4	2
значит что	9	14
– все	3	6
в разных	2	3
я не	5	5
я могу	2	2
мы должны	4	5
мифология не	2	7
что не	3	7
для этого	2	2
миф –	3	9
оно –	3	3
что же	2	3
то мы	3	2
то что	16	13
если она	2	3
между собою	2	2
и пр	9	5
с этой	2	2
это было	2	2
ни вообще	2	2
мифология –	2	4
не только	8	13
том что	10	9
она должна	2	2
или другой	3	4
могут быть	3	3
эти два	2	2
той или	4	7
а не	18	14
мы находим	2	7
и даже	6	13
или иная	2	3
и стало	4	2
есть подлинная	2	2
само по	4	5
он есть	7	4
есть только	3	5
во всяком	2	4
думать что	2	3
сама по	5	8
с той	2	2
ни о	3	5
себе не	2	5
ничего не	17	17
мифологии и	8	5
необходимым образом	3	2
просто как	2	2
сказать что	6	10
и может	2	2
можно говорить	2	2
сам по	2	6
из этих	2	2
реальность и	2	2
д и	3	2
есть нечто	2	10
думают что	2	6
мифология и	2	3
мифология есть	10	2
и потому	3	3
и есть	19	16
общего с	3	5
того что	13	2
в отношении	2	5
не менее	2	2
в чем	8	6
мог бы	2	2
в своем	5	5
что эта	2	4
она –	4	3
то же	9	10
к этому	3	2
в противоположность	2	5
то или	3	3
не значит	2	3
ничего общего	4	4
и вообще	7	4
так как	14	11
и мы	7	5
случае не	2	3
ровно никакого	2	2
е о	3	2
мы говорим	2	4
на то	5	5
вовсе не	6	7
все эти	3	2
точно так	2	2
как это	2	4
не в	8	6
об его	3	2
сознания и	3	3
но все	2	3
всегда есть	2	2
может быть	17	17
ни в	8	15
не выдумка	2	2
и все	11	3
в одну	3	3
о том	5	4
на что	2	2
и об	3	4
что уже	2	2
из них	2	2
что и	6	3
как в	3	2
как и	7	2
т д	15	19
один из	4	3
ни от	2	2
ясно что	11	8
она есть	10	5
на нем	2	2
крайней мере	7	4
и то	3	9
та же	3	3
отнюдь не	4	9
– абсолютно	2	3
в виду	9	5
мифологией и	2	2
бы и	3	2
идея и	3	7
есть не	5	3
только что	2	3
хотя бы	4	6
но они	2	2
в основе	10	3
и тут	3	3
– как	5	5
и что	9	12
от него	3	4
тот кто	2	2
и вот	11	6
что человек	2	2
