2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
и не	19	18
за пределы	2	2
членораздельный звук	9	2
даже и	2	2
мы можем	12	2
в одном	6	8
с самого	2	3
бы в	2	4
но и	9	20
того чтобы	2	2
для того	5	3
по времени	3	2
потому что	49	52
в собственном	2	2
в которой	5	2
в каждом	2	4
слова и	3	4
отдельных лиц	2	2
в слове	13	8
в его	2	5
в организме	2	3
с ним	5	3
тем самым	4	4
в каком	3	6
слагаются в	2	2
не имеем	3	2
согласно с	3	4
мы не	11	10
одной и	2	3
в ней	3	7
сравнительно с	4	2
но вместе	2	2
же в	5	2
не было	6	4
это последнее	4	2
по отношению	2	13
можно думать	2	2
этих последних	2	3
или в	2	2
что на	3	6
что язык	2	16
а потому	5	10
на память	2	2
заметить что	6	2
в действительности	2	4
что например	2	3
мы в	3	2
в нем	9	20
и того	6	2
оно не	3	3
тем как	2	3
это не	3	7
с в	2	5
прежде всего	7	4
но это	3	5
в состоянии	6	3
таком случае	2	2
но если	2	2
но не	12	8
то есть	30	42
если бы	11	14
и т	6	6
независимо от	9	6
для него	10	4
что оно	4	2
по крайней	5	2
о котором	2	3
одним словом	4	2
подобным образом	3	4
разница между	2	3
не все	2	2
указания на	4	2
так что	10	16
так сказать	4	2
общего чувства	9	4
для нее	2	2
в таком	4	5
во всем	2	4
только по	3	2
и их	5	3
в мысли	5	8
и притом	3	4
все остальные	5	4
с одной	4	3
и для	3	5
душевной жизни	7	9
удовольствия и	4	4
тем же	3	2
и той	2	3
состояние души	3	2
lotze т	6	4
тогда как	10	2
что во	2	2
вопрос о	2	4
между прочим	4	2
если мы	3	3
должны быть	4	7
тогда когда	10	9
мы видим	2	4
одного и	6	2
точке зрения	2	2
мы должны	2	3
общее чувство	2	3
что не	5	10
то мы	2	2
в этих	3	7
то что	20	10
между собою	7	6
нашего организма	2	3
что все	2	3
указывают на	2	2
том как	3	3
не зная	2	2
к другим	3	2
не только	15	21
том что	8	16
в деятельности	2	2
чувственные восприятия	4	4
членораздельным звуком	2	2
могут быть	8	9
от того	5	4
действует на	2	3
а не	18	21
то это	3	5
само по	2	4
есть только	6	11
думать что	3	3
во всяком	7	3
сама по	2	3
в душе	23	11
в самой	3	3
как увидим	2	2
и от	3	3
друг друга	2	5
стремление к	2	2
с а	4	2
сказать что	2	3
и может	3	2
что чувство	2	2
между тем	6	5
только посредством	2	9
из этих	4	4
есть в	2	2
как на	3	3
одно из	3	3
есть нечто	3	4
которое мы	3	2
но эти	2	2
на деле	3	4
в человеке	4	10
в свою	6	4
в одно	8	2
и потому	2	5
и звук	4	2
подобно тому	4	3
по поводу	6	3
и есть	2	2
того что	7	8
чувства и	4	13
не менее	5	6
мог бы	3	2
тем не	6	6
то же	12	6
на все	3	2
если и	2	2
если б	5	2
имеют для	2	3
того же	14	3
humboldt т	10	21
в языке	3	33
как например	3	2
и вообще	3	3
так как	10	21
и вместе	4	2
без сомнения	4	3
на то	5	2
вовсе не	9	5
восприятия и	2	3
не могут	7	4
точно так	9	11
можно бы	2	4
но тем	3	3
не в	13	15
которые мы	3	5
но все	2	2
искать причины	2	2
может быть	23	27
его с	2	2
а между	4	3
отношений между	3	3
и все	3	3
о том	5	2
и во	3	3
ко всем	2	2
свою очередь	6	4
когда мы	2	2
что и	11	6
как в	10	10
как и	7	9
т д	3	4
бы не	5	6
них не	3	2
под влиянием	8	2
крайней мере	5	2
и то	3	3
чувственных впечатлений	7	3
и других	2	4
тому что	2	3
есть не	5	2
только что	3	2
хотя бы	2	2
одной стороны	3	3
там где	4	4
и что	4	10
заключает в	4	2
с другой	6	7
от него	4	4
то не	3	3
быть названо	2	3
и по	2	6
