2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
речевое мышление	3	2
в самом	7	9
на основании	5	2
в ходе	8	12
речь не	3	5
мышления и	40	9
к выводу	4	3
речи если	5	3
и до	2	2
ее в	2	8
что для	5	2
до сих	4	3
ключом к	2	2
то и	3	4
мысль и	3	3
это положение	4	3
письменной речи	2	3
во всех	3	6
связь между	6	6
значение в	3	2
и не	9	18
известном смысле	2	2
функции и	6	4
смысловой стороны	3	9
показать что	2	4
и наконец	2	4
мы можем	6	3
с самого	8	7
из основных	3	2
бы в	5	5
но и	14	11
учение о	3	3
того чтобы	17	19
этих двух	3	2
ребенка и	5	8
представление о	2	7
для того	15	18
друг от	3	2
потому что	6	16
в собственном	5	3
формы речи	2	3
в которой	3	11
в пользу	4	4
которых мы	2	2
слова и	5	10
что ребенок	4	5
в слове	2	11
в его	14	4
бы сказать	2	2
мысль не	2	4
и речи	38	19
можно сказать	5	5
тем самым	5	8
ребенка с	2	4
в своих	5	2
же как	6	8
мы не	7	7
одной и	2	2
этого слова	4	3
из которых	3	2
должны были	3	2
к изучению	2	3
детского развития	3	6
по отношению	7	6
от друга	3	2
но этот	2	2
в детском	9	3
исследования и	6	3
речи является	4	3
мысль от	2	2
речью и	2	2
на всем	2	5
в какой	5	6
такой же	3	3
всего в	2	2
мышлением и	3	2
можно было	3	2
что она	4	8
в своей	4	3
несмотря на	2	2
в свете	4	4
прежде всего	10	7
в современной	2	2
его значение	2	2
но не	4	3
переходе от	2	3
если бы	5	5
внутреннюю речь	3	12
данном случае	2	5
для него	2	3
именно в	6	6
в одинаковой	2	3
что оно	3	4
и мышление	4	2
говорили выше	2	2
что с	2	5
развития в	2	3
во всем	3	3
представляет собой	11	19
между ними	2	3
лишь в	6	2
с одной	8	5
детской мысли	13	2
что между	2	2
из того	5	3
развития научных	3	2
детского мышления	34	4
речи так	2	3
в речи	2	5
и той	2	2
как известно	3	2
всем протяжении	2	4
из важнейших	2	3
вопрос о	7	6
если мы	2	5
друг с	4	2
тогда когда	3	5
его мысли	2	2
мышление и	3	2
мы видим	4	3
даже в	2	2
между собой	5	6
внутренней речи	9	67
в первом	2	3
мы попытались	2	2
приводит нас	2	3
я не	3	3
мы должны	5	6
что эгоцентрическая	13	8
коэффициент эгоцентрической	6	3
не является	9	3
из всех	2	5
для этого	5	3
речи и	28	30
в этих	2	2
идет о	2	2
то что	17	24
мы видели	2	3
что все	4	2
ответ на	3	2
в области	3	4
с другом	4	2
с этой	6	5
свойств присущих	4	2
в эгоцентрической	3	4
как говорит	2	5
заключается в	8	6
не только	16	24
том что	21	17
она должна	4	2
тенденцию к	2	3
могут быть	3	2
мы могли	7	6
а не	3	6
мы находим	3	3
речи но	3	11
который мы	2	2
во всяком	3	2
мыслью и	7	6
что его	2	2
для себя	4	24
теории пиаже	8	2
мышления мы	2	3
ничего не	3	2
внутренняя речь	4	15
речи как	8	6
во всей	4	2
эгоцентрической речью	8	2
словесного значения	4	3
и от	3	4
в нашем	2	4
в сущности	6	9
сказать что	11	8
к его	2	2
психологии речи	3	2
из этих	3	3
слова как	2	5
как на	4	6
детского эгоцентризма	15	2
одно из	2	5
речи в	14	27
которое мы	3	2
нами в	2	4
в процессе	8	5
в силу	6	5
научных понятий	2	2
в свою	4	2
благодаря тому	2	2
и потому	2	3
связана с	2	3
и слово	2	3
ребенка как	4	2
того что	15	14
в отношении	10	2
в чем	4	3
что эта	2	6
мышления как	5	3
то же	8	8
к этому	4	2
мысли к	8	11
сих пор	4	3
от мысли	4	5
в которых	3	2
эгоцентрическая речь	19	28
том же	2	2
выводу что	4	2
мере развития	3	4
мышлении и	7	9
так как	7	14
же мере	3	5
же точно	9	3
с ней	2	2
речи ребенка	9	10
относящихся к	2	4
речи от	3	5
в известном	2	2
речью в	2	3
психологической природы	4	5
при переходе	2	3
на то	5	4
вовсе не	3	2
как мы	5	14
на вопрос	2	5
все эти	4	6
показывают что	3	2
как это	2	5
в наших	3	4
не в	4	4
ребенка к	3	2
которые мы	2	4
об эгоцентрической	3	2
может быть	14	7
ни в	4	2
какой мере	2	2
отношений между	4	3
о том	6	4
в этой	7	3
почти всегда	2	2
иначе чем	2	2
и к	4	7
ко всем	3	2
что у	2	4
этом отношении	4	3
свою очередь	3	2
этого мы	2	3
от речи	2	8
то время	5	2
на ее	2	2
вопроса о	2	2
как в	4	4
как и	14	15
в развитии	12	10
как такового	2	2
один из	2	2
понятий и	4	2
самом деле	3	6
мысль ребенка	7	2
речь как	3	3
развитии мышления	8	2
и то	3	7
ребенка есть	2	2
основной и	2	2
речь и	2	5
и других	3	2
целый ряд	4	4
тому что	5	9
эгоцентрической речи	38	91
значение слова	5	13
по своей	5	10
есть не	2	3
только что	4	5
есть речь	2	2
в конце	2	4
в основной	2	2
сущности говоря	2	2
в основе	8	3
речи с	2	7
целому и	2	3
одной стороны	9	5
мышления это	2	2
и что	5	6
в смысле	2	6
с другой	10	4
время как	4	2
речи мы	4	4
