2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
возраста и	3	2
то время	4	4
из них	4	2
что и	10	3
как в	9	5
как и	15	8
в развитии	24	28
благодаря этому	6	2
понятий и	7	15
показали что	4	7
к которым	4	2
и то	2	4
как они	2	3
речи что	4	2
в случае	3	2
ребенка на	3	4
речь и	4	4
их в	3	2
с развитием	2	2
задолго до	2	3
речи есть	2	2
тому что	2	5
в отличие	6	2
по своей	7	3
только что	2	5
у детей	2	2
может ли	2	2
но они	2	2
в основе	16	8
что является	2	2
одной стороны	5	3
в образовании	7	2
и что	10	12
в смысле	4	3
на его	2	2
с другой	6	4
время как	4	4
и по	5	4
