2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
во всех	4	3
связь между	4	6
мышления в	5	8
себе и	2	2
и не	11	9
показать что	5	2
связано с	3	2
и наконец	2	2
мы можем	9	6
в одном	2	4
раннем возрасте	2	2
с самого	7	8
бы в	3	5
но и	10	14
в другом	2	7
того чтобы	10	17
ребенка и	2	5
для того	8	15
потому что	22	6
и функции	2	4
в которой	7	3
в пользу	2	4
которых мы	2	2
он должен	4	2
когда он	2	2
что ребенок	13	4
другом в	2	2
в его	3	14
бы сказать	2	2
не могли	5	2
и отношений	6	2
можно сказать	6	5
тем самым	8	5
ребенка с	2	2
мышление как	2	2
в своих	3	5
опыта и	3	2
же как	6	6
мы не	6	7
одной и	3	2
этого слова	2	4
особенности детской	2	2
ребенок не	3	4
детского развития	3	3
что именно	2	3
в сфере	12	3
мышлении ребенка	4	2
по самой	5	2
существующих в	2	2
все более	2	3
по отношению	10	7
вот почему	2	2
исследования и	3	6
иначе говоря	3	2
в зависимости	5	2
можно было	7	3
в своей	2	4
несмотря на	2	2
в свете	5	4
прежде всего	2	10
в высшей	2	4
в состоянии	4	2
но не	10	4
переходе от	5	2
если бы	7	5
для всех	2	4
независимо от	3	6
для него	6	2
именно в	4	6
что оно	7	3
что с	3	2
развития в	6	2
думается что	5	5
и возникает	2	2
на этом	4	2
первую очередь	3	3
представляет собой	3	11
между ними	7	2
и которое	3	3
детской мысли	11	13
возраста в	2	2
из того	5	5
развития научных	5	3
детского мышления	2	34
и той	3	2
как известно	7	3
в настоящей	2	4
вопрос о	5	7
если мы	2	2
друг с	5	4
тогда когда	6	3
его мысли	3	2
мы видим	7	4
между собой	9	5
в первом	4	2
я не	4	3
мы должны	3	5
для этого	2	5
к установлению	3	3
речи и	5	28
и более	2	5
в этих	2	2
то что	28	17
мы видели	8	2
что все	5	4
мышления на	3	2
в области	6	3
с другом	5	4
с этой	2	6
с его	3	4
заключается в	7	8
не только	16	16
том что	19	21
на этот	4	3
ступени развития	6	2
могут быть	5	3
мы могли	12	7
от того	10	6
а не	3	3
который мы	4	2
и на	5	8
все время	3	6
вместо того	2	2
речи как	2	8
и от	2	3
в нашем	4	2
в сущности	7	6
ключ к	2	2
сказать что	13	11
действительность в	2	2
к его	2	2
из этих	3	3
в новом	2	3
как на	3	4
речи в	2	14
которое мы	2	3
нами в	2	2
зависимости от	5	2
в процессе	9	8
в силу	17	6
научных понятий	40	2
развитии ребенка	2	2
того что	24	15
в отношении	10	10
этого факта	2	3
в чем	6	4
в своем	7	3
что эта	2	2
мышления как	2	5
то же	7	8
между отдельными	3	3
содержится в	5	2
мы начинаем	2	2
сих пор	3	4
в которых	2	3
всех тех	2	5
том же	5	2
быть выражена	2	2
до лет	2	8
так как	10	7
же точно	3	9
с ней	3	2
речи ребенка	2	9
относящихся к	3	2
за собой	3	2
возрасте и	2	4
при переходе	6	2
на то	4	5
как мы	10	5
на вопрос	2	2
все эти	2	4
как это	3	2
в значительной	2	2
в наших	4	3
в раннем	2	2
не в	4	4
может быть	13	14
отношений между	10	4
и все	5	5
в этой	5	7
школьном возрасте	8	4
и к	6	4
ко всем	4	3
на примере	3	2
что у	2	2
этом отношении	3	4
развития понятий	6	2
то время	6	5
как в	3	4
и обобщения	2	3
в развитии	24	12
как и	6	14
остается еще	2	2
один из	3	2
ясно что	4	2
понятий и	10	4
показали что	4	4
самом деле	2	3
и то	4	3
что мышление	3	2
с развитием	6	2
и других	7	3
целый ряд	4	4
скажем только	2	2
тому что	11	5
у школьника	3	3
по своей	3	5
значение слова	3	5
только что	2	4
в конце	2	2
пиаже как	3	5
сущности говоря	4	2
в основе	3	8
чем он	2	2
там где	7	2
и что	6	5
с другой	2	10
время как	5	4
