2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
ребенка к	2	3
такого рода	2	6
функциональном значении	2	2
может быть	13	12
ни в	9	3
качестве средства	4	2
о том	5	5
и во	2	3
в этой	5	3
и к	5	5
этом отношении	3	7
свою очередь	2	2
понятие и	2	2
развития понятий	5	13
уже говорили	5	2
из них	4	4
что и	10	9
как в	9	5
как и	15	9
в развитии	24	25
возрастной ступени	3	2
мышление в	3	4
этого комплекса	2	2
один из	6	3
развития детского	2	11
ясно что	2	2
понятий и	7	9
первый план	2	4
показали что	4	4
к которым	4	2
в нашей	2	2
и то	2	10
в реальном	2	2
как они	2	4
в следующем	2	2
отнюдь не	4	3
ребенка на	3	2
комплексного мышления	21	33
их в	3	2
и других	2	3
тому что	2	4
значение слова	4	7
по своей	7	6
данной ступени	2	2
в отличие	6	2
только что	2	4
готовом виде	2	5
но они	2	2
в основе	16	17
одной стороны	5	9
в переходном	9	3
в один	2	3
в образовании	7	7
и что	10	8
в смысле	4	4
на его	2	3
с другой	6	12
