2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
себе не	4	4
форма слова	2	4
и от	3	4
друг друга	2	3
сказать что	2	5
и может	3	3
между тем	6	9
сам по	4	5
только посредством	2	5
из этих	4	9
как на	3	5
одно из	3	5
есть в	2	3
есть нечто	3	4
которое мы	3	2
вне себя	2	2
на деле	3	5
в человеке	4	3
в свою	6	3
в одно	8	3
вслед за	3	3
и потому	2	4
и звук	4	2
подобно тому	4	2
по поводу	6	4
и есть	2	3
образом в	4	3
того что	7	18
чувства и	4	3
не менее	5	5
в разговоре	2	2
в чем	7	3
тем не	6	3
то же	12	23
внутренней формы	2	19
и тот	2	2
к этому	2	3
на все	3	2
сих пор	4	3
если б	5	5
время и	2	2
только от	3	3
humboldt т	10	14
в языке	3	7
звуком и	3	3
и вообще	3	3
так как	10	13
и вместе	4	3
без сомнения	4	4
на то	5	2
вовсе не	9	7
указание на	2	2
от нашего	2	4
и предмета	2	2
не могут	7	5
не столько	2	2
точно так	9	12
можно бы	2	4
но тем	3	2
не в	13	15
но все	2	2
может быть	23	28
его с	2	2
а между	4	2
с таким	3	2
и все	3	3
о том	5	2
ко всем	2	2
свою очередь	6	3
то время	4	4
быть может	7	3
из них	5	6
когда мы	2	2
мысли об	3	2
что и	11	13
как в	10	10
с общим	2	2
как и	7	10
т д	3	3
бы не	5	4
отличное от	2	2
один из	2	4
самом деле	2	2
что есть	2	2
крайней мере	5	5
и то	3	8
слова есть	5	3
их в	2	2
не заключает	2	2
для сознания	2	4
тому что	2	3
есть не	5	7
только что	3	8
или менее	8	3
те же	3	6
одной стороны	3	3
там где	4	3
появления в	2	2
и что	4	10
с другой	6	7
заключает в	4	5
от него	4	2
а и	5	4
то не	3	2
и по	2	4
