2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
известном смысле	7	2
функции и	3	4
показать что	3	4
мы можем	6	3
состоит в	6	3
с самого	5	7
совершенно не	2	2
из основных	3	2
бы в	4	5
но и	6	11
себя и	2	2
учение о	2	3
самое что	2	2
того чтобы	17	19
оно имеет	2	2
этих двух	3	2
ребенка и	4	8
осознания и	4	2
казалось бы	4	2
для того	14	18
друг от	4	2
потому что	21	16
в которой	5	11
только не	3	11
ребенок в	5	2
что ребенок	11	5
не означает	4	3
в его	11	4
совершается в	2	3
бы сказать	2	2
чем в	3	4
одним из	2	2
с ним	5	3
в той	6	4
можно сказать	5	5
житейских понятий	6	2
тем самым	8	8
одной из	3	4
функций и	5	2
ребенка с	3	4
в своих	2	2
к целому	3	2
же как	7	8
речи то	2	4
мы не	3	7
из которых	3	2
должны были	2	2
в ней	2	3
никто не	2	2
по отношению	12	6
от друга	4	2
но этот	2	2
мысли от	2	2
исследования и	2	3
лучшем случае	4	2
речи является	2	3
письменная речь	22	2
на всем	2	5
в какой	6	6
в действительности	3	2
такой же	4	3
это мы	2	2
в нем	7	2
приводят к	2	2
можно было	5	2
что она	2	8
в своей	2	3
это не	4	3
мы нашли	2	5
прежде всего	3	7
в свете	4	4
но это	3	3
но если	6	2
речи не	4	5
но не	10	3
если бы	8	5
если в	3	4
для него	5	3
ребенка от	2	2
именно в	4	6
в одинаковой	2	3
что оно	6	4
психологической природе	4	4
чтобы сделать	2	2
чем слово	2	2
и мышление	3	2
что с	5	5
так что	4	4
речи ребенок	3	3
развития в	6	3
во всем	2	3
представляет собой	7	19
и их	4	5
в мысли	6	3
с которыми	2	2
с одной	3	5
совпадает с	2	3
детской мысли	12	2
что между	4	2
из того	11	3
этом случае	3	14
развития научных	3	2
детского мышления	4	4
речи так	3	3
меру того	2	3
как известно	4	2
всем протяжении	2	4
вопрос о	12	6
по своему	3	9
отношение между	4	4
если мы	7	5
должны быть	2	4
друг с	7	2
тогда когда	5	5
его мысли	3	2
с необходимостью	5	2
мы видим	4	3
находится в	2	2
между собой	13	6
внутренней речи	7	67
в первом	3	3
наших исследований	6	2
той мере	3	2
приводит нас	2	3
я не	2	3
мы должны	8	6
интересующему нас	2	2
не является	5	3
речи и	6	30
в этих	3	2
мере в	5	2
то что	26	24
мы видели	3	3
что все	6	2
ответ на	3	2
в области	12	4
с другом	7	2
стороны и	2	4
и здесь	2	2
с этой	4	5
заключается в	5	6
не только	16	24
том что	15	17
каждой отдельной	2	3
могут быть	4	2
мы могли	7	6
а не	10	6
речи но	2	11
к внутренней	3	6
который мы	2	2
отношения между	3	4
во всяком	2	2
теории пиаже	3	2
ничего не	5	2
внутренняя речь	7	15
речи как	4	6
в момент	2	4
и от	2	4
в сущности	13	9
сказать что	13	8
к его	3	2
развития мы	2	3
как два	2	2
как на	3	6
речи в	6	27
нами в	2	4
в процессе	13	5
новой психологии	2	5
в силу	10	5
научных понятий	21	2
процесс развития	2	2
в свою	4	2
отношение к	11	2
системы понятий	4	3
и потому	2	3
и есть	7	2
ребенка как	2	2
образом в	2	2
того что	16	14
слов и	2	2
в отношении	9	2
только к	2	2
не менее	3	4
в чем	3	3
в устной	3	5
что эта	3	6
исследование показывает	5	2
и является	3	3
то же	8	8
к этому	3	2
мысли к	3	11
сих пор	3	3
идет в	3	3
так как	16	14
же мере	5	5
развития и	11	2
в известном	8	2
в лучшем	3	2
мы говорим	2	2
психологической природы	2	5
вовсе не	2	2
как мы	10	14
на вопрос	5	5
все эти	4	6
не могут	4	4
как это	8	5
не в	6	4
ребенка к	4	2
ожидать что	2	3
может быть	9	7
мы знаем	3	2
отношений между	2	3
о том	8	4
в этой	6	3
и к	2	7
своей психологической	2	3
что у	2	4
вывод что	2	2
свою очередь	3	2
этом отношении	5	3
возраста и	2	2
значений слов	4	3
то время	4	2
что было	2	2
что и	3	3
вопроса о	3	2
как в	5	4
как и	8	15
в развитии	28	10
не иначе	2	2
благодаря этому	2	2
нашли что	2	3
понятий и	15	2
самом деле	3	6
в старой	2	2
мысль ребенка	4	2
речь как	2	3
и то	4	7
в случае	2	2
ту же	2	2
речь и	4	5
в виду	2	5
речи есть	2	3
тому что	5	9
но с	2	2
в отличие	2	2
по своей	3	10
есть не	2	3
только что	5	5
для объяснения	4	2
сущности говоря	4	2
в основе	8	3
речи с	2	7
к этой	3	2
одной стороны	3	5
структурной психологии	2	3
и что	12	6
в смысле	3	6
на его	2	2
с другой	4	4
сложные отношения	5	2
время как	4	2
речи мы	3	4
и по	4	3
