2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
ступени развития	2	2
могут быть	7	4
мы могли	9	7
этими двумя	2	2
от того	3	3
процессе развития	2	4
а не	7	10
экспериментальный анализ	3	2
процесса образования	6	2
и на	6	6
во всяком	4	2
на высшую	2	5
теории пиаже	2	3
тому же	6	2
образования понятия	5	2
обучения и	6	19
и от	3	2
в сущности	4	13
сказать что	6	13
школьного обучения	5	9
между тем	9	3
теории и	2	2
понятие в	8	2
нами в	4	2
зависимости от	2	2
в процессе	27	13
в силу	6	10
процесса развития	4	2
научных понятий	28	21
развитии ребенка	2	3
процесс развития	13	2
в свою	2	4
вслед за	2	2
подобно тому	2	4
и другие	9	2
ребенка как	2	2
нас что	2	2
того что	10	16
в отношении	10	9
только к	3	2
не менее	3	3
в чем	3	3
в своем	4	5
что эта	3	3
обстоятельство что	3	2
понятий в	16	8
и является	3	3
то же	16	8
и тот	7	3
к этому	4	3
на все	3	5
они возникают	2	3
функции но	2	2
того же	9	7
понятий мы	2	2
ничего общего	3	3
так как	10	16
развития и	3	11
нас интересует	2	2
в известном	2	8
как мы	13	10
все эти	5	4
установить что	2	2
не могут	3	4
как это	9	8
мышление ребенка	3	3
не в	4	6
ребенка к	3	4
ожидать что	2	2
процессе обучения	4	5
может быть	12	9
и понятий	2	3
с таким	3	3
о том	5	8
и неспонтанных	2	2
в этой	3	6
школьном возрасте	5	19
и научных	4	3
и к	5	2
что обучение	2	9
свою очередь	2	3
этом отношении	7	5
по пиаже	3	3
путь от	2	2
из них	4	2
что и	9	3
вопроса о	2	3
как в	5	5
от развития	2	5
различные предметы	2	3
как и	9	8
в развитии	25	28
понятий и	9	15
умственное развитие	3	2
к которым	2	2
показали что	4	7
самом деле	7	3
что научные	6	3
и то	10	4
как они	4	3
свое время	2	2
ту же	2	2
ребенка на	2	4
понятия не	7	3
в виду	3	2
их в	2	2
тому что	4	5
мысли как	2	2
в отличие	2	2
по своей	6	3
только что	4	5
для объяснения	2	4
возрасте в	2	3
те же	6	2
но они	2	2
в основе	17	8
одной стороны	9	3
в образовании	7	2
и что	8	12
в смысле	4	3
ребенком в	3	2
на его	3	2
с другой	12	4
мы его	2	4
