2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
что такое	5	3
развитие научных	5	6
это мы	2	3
в нем	2	7
и того	5	4
видели что	2	3
можно было	6	7
в своей	7	2
это не	5	5
прежде всего	2	2
в высшей	2	2
в уме	5	2
но не	3	10
переходе от	2	5
если бы	5	7
для него	2	6
именно в	3	4
что оно	4	7
у него	2	2
когда оно	2	2
и развития	6	6
всякую возможность	2	2
понятия а	3	2
что с	4	3
так что	3	6
развития в	6	6
на этом	3	4
своего развития	10	4
представляет собой	3	3
первую очередь	4	3
в мысли	2	4
между ними	4	7
и которое	2	3
категория причинных	2	2
развития житейских	4	3
детской мысли	17	11
в понятиях	15	5
этом случае	3	2
они не	2	4
с более	2	2
и житейских	2	5
развития научных	10	5
детского мышления	24	2
основе этого	2	2
и той	4	3
на каждой	2	11
как известно	3	7
же самую	3	2
истории умственного	2	2
в настоящей	2	2
на том	4	2
на одном	2	2
тех и	4	5
по своему	4	2
если мы	10	2
друг с	7	5
тогда когда	8	6
мы видим	10	7
между собой	5	9
одного и	6	4
мы должны	11	3
и более	7	2
в этих	3	2
научные понятия	14	23
более сложные	2	2
то что	15	28
мы видели	6	8
ребенок приходит	2	2
в другой	2	3
что все	3	5
мышления на	2	3
ступень в	3	5
в области	4	6
с другом	7	5
и здесь	2	3
с этой	4	2
вербального мышления	2	2
заключается в	18	7
не только	15	16
том что	35	19
животных и	2	2
на этот	3	4
ступени развития	2	6
могут быть	7	5
мы могли	9	12
от того	3	10
а не	7	3
к частному	2	2
житейские и	2	2
и на	6	5
на высшую	2	3
более сложных	2	2
на котором	2	2
все время	4	3
обучения и	6	7
и от	3	2
друг друга	4	4
частному и	2	2
в нашем	4	4
ключ к	4	2
в сущности	4	7
сказать что	6	13
мы уже	5	2
школьного обучения	5	6
развитии понятий	2	5
из этих	2	3
дает в	2	2
понятие в	8	2
которое мы	2	2
нами в	4	2
зависимости от	2	5
в процессе	27	9
в силу	6	17
научных понятий	28	40
развитии ребенка	2	2
остановиться на	2	3
становится возможным	4	5
и другие	9	2
нас что	2	2
того что	10	24
в отношении	10	10
только к	3	3
не менее	3	2
в чем	3	6
в своем	4	7
что при	2	4
что эта	3	2
мышления как	2	2
понятий в	16	12
и является	3	2
то же	16	7
между отдельными	3	3
развитии научных	2	3
том же	2	5
того же	9	7
понятий мы	2	3
житейские понятия	2	14
частного к	2	2
так как	10	10
развития и	3	10
должно обнаружить	3	2
на то	5	4
как мы	13	10
все эти	5	2
установить что	2	4
не могут	3	5
как это	9	3
в наших	2	4
внимание на	3	2
в ином	2	3
не в	4	4
процессе обучения	4	7
других понятий	2	7
может быть	12	13
различие между	3	2
в этой	3	5
школьном возрасте	5	8
и научных	4	9
и к	5	6
что обучение	2	10
этом отношении	7	3
что уже	2	2
развития понятий	13	6
из них	4	2
когда мы	2	6
что и	9	4
как в	5	3
от развития	2	2
как и	9	6
в развитии	25	24
возрастной ступени	2	2
один из	3	3
ясно что	2	4
понятий и	9	10
показали что	4	4
самом деле	7	2
что научные	6	4
в нашей	2	3
и то	10	4
как они	4	2
языке и	2	2
ту же	2	3
понятия не	7	4
и других	3	7
целый ряд	5	4
тому что	4	11
значение слова	7	3
по своей	6	3
данной ступени	2	4
это означает	2	3
только что	4	2
для объяснения	2	2
те же	6	3
в основе	17	3
и что	8	6
ребенком в	3	3
на его	3	3
с другой	12	2
