2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram
и в	44	32
вместе с	2	2
в качестве	3	2
она не	3	2
здесь не	8	7
как оно	3	3
нас в	4	2
другой стороны	5	3
все это	5	7
то в	3	5
при этом	4	6
с аллегорией	3	2
и ни	3	4
и с	9	2
уже в	3	3
не являются	2	5
символ потому	2	2
да и	5	3
что мы	8	13
гораздо более	5	2
в символе	13	17
определенного рода	5	2
же и	4	3
что он	9	7
на первый	4	2
также и	16	11
с тем	5	5
не имеют	4	5
мы говорили	2	4
это вовсе	4	2
в этом	17	19
и вполне	5	3
пока еще	2	3
о чем	2	6
это есть	3	9
здесь в	3	3
же касается	4	3
символ и	18	8
мы и	2	4
в их	2	4
взятые сами	4	2
еще не	5	9
в то	9	6
символа и	6	9
у пушкина	6	2
что иное	4	2
как раз	8	13
в самом	3	6
другими словами	6	3
ни только	2	4
в буквальном	2	3
и до	2	2
о его	2	2
что для	3	2
до сих	2	3
то и	5	6
конце концов	3	4
или иных	4	2
во всех	2	7
и не	35	31
за пределы	5	6
вещи и	7	12
смысле слова	8	7
в виде	6	15
даже и	16	8
мы можем	6	4
на самом	7	6
при помощи	8	13
совершенно не	4	6
обязательно есть	2	2
не просто	23	23
ни на	3	4
но и	10	9
петра i	3	2
есть принцип	2	2
что тут	3	4
потому что	25	16
в которой	2	2
что всякий	9	4
тем более	3	5
в его	9	6
с ним	7	3
можно сказать	6	5
тем самым	5	4
бесконечный ряд	8	12
никак нельзя	2	3
в каком	4	3
же как	3	2
мы не	7	2
указывает на	7	14
а может	2	2
же в	3	4
и очень	3	2
не было	5	4
говорят о	3	2
свой собственный	3	2
поэтический образ	3	3
или в	4	4
каком случае	2	3
для чего	2	2
бесконечное количество	8	4
нет ничего	6	10
в таких	3	2
что такое	3	6
мы в	4	3
в нем	9	13
можно было	4	3
в своей	5	8
символ есть	5	10
это не	9	6
прежде всего	3	10
но это	8	8
этого термина	2	4
вещи есть	2	31
таком случае	4	6
но если	6	2
но не	3	9
то есть	34	33
если бы	3	4
данном случае	7	8
понимать как	3	2
и т	13	11
для него	3	2
именно в	2	4
что оно	2	3
тоже не	5	7
искусства и	2	3
по крайней	5	2
настоящее время	2	3
мы будем	2	2
символ но	3	5
так что	12	6
в таком	5	9
а также	4	4
не мешает	3	2
у чехова	3	2
и притом	4	4
знак но	2	3
только одной	2	2
действительности но	2	4
можно ли	4	5
с которыми	2	4
не что-нибудь	2	2
дело в	4	3
и для	2	4
этом случае	5	2
если символ	3	4
нисколько не	2	3
очень много	3	3
термин символ	5	6
быть и	3	3
и символ	5	3
есть также	2	3
самой вещи	4	2
подобного рода	3	5
а именно	8	12
некоторого рода	10	5
и искусства	2	4
он и	2	8
по своему	2	9
если мы	16	11
между прочим	2	2
чем же	4	2
значит что	7	3
должны сказать	5	2
всякий символ	4	12
иное как	4	2
мы должны	7	5
во внимание	2	2
смысл но	2	2
здесь перед	2	3
не является	11	5
не что	4	2
для этого	6	3
что же	8	9
знак в	4	2
в этих	2	3
и особенно	2	2
быть даже	3	2
то что	23	42
между собою	2	7
нас не	5	2
что все	2	3
нечто иное	2	2
том как	2	2
и сама	2	2
и здесь	5	6
он сам	4	2
это было	2	2
не только	14	17
том что	12	12
образность в	2	2
на этот	4	3
могут быть	2	2
той или	12	5
а не	18	15
и даже	14	11
мы находим	7	2
бы мы	2	3
литературы и	2	4
он есть	2	4
есть только	4	8
во всяком	9	7
сама по	8	4
таких случаях	2	2
ни о	3	5
есть обязательно	4	6
в самой	2	3
для себя	2	3
себе не	2	3
мы возьмем	3	2
понятием символа	3	2
ничего не	3	10
всяком случае	6	3
и вовсе	4	4
во всей	3	3
художественный образ	9	9
однако это	2	3
сказать что	16	13
мы уже	4	5
и может	2	2
необходимо сказать	3	2
для них	2	2
сам по	6	7
сейчас мы	2	2
смысл вещи	3	3
есть в	3	5
и всегда	2	2
символ как	4	3
д и	4	4
есть нечто	8	11
раз и	4	9
идейная образность	12	8
понятия знака	2	2
обозначаемого и	2	2
своему содержанию	2	3
тоже есть	4	3
родового понятия	3	2
и потому	7	2
о символе	2	14
но когда	2	2
по поводу	2	4
и есть	5	6
однако в	2	2
общего с	3	8
того что	8	7
в отношении	2	3
не менее	10	19
в чем	4	3
только то	2	4
в своем	5	5
сами по	6	3
тем не	10	18
может иметь	3	2
символа в	3	3
и является	4	7
то же	13	10
сих пор	2	3
в которых	3	3
образом и	2	2
символ в	5	7
то или	3	2
того же	2	3
или иного	3	2
не значит	3	2
ничего общего	7	11
и вообще	8	4
так как	9	11
но уже	3	5
случае не	3	3
мы говорим	4	3
на то	3	8
вовсе не	37	35
как мы	8	7
без всякого	3	2
все эти	7	8
точно так	3	4
как это	2	6
самой настоящей	2	2
только и	8	3
не стоит	2	2
не в	13	4
такого рода	6	7
но все	3	3
об его	4	3
всегда есть	2	6
то он	2	2
не очень	2	2
может быть	28	14
ни в	8	7
термина символ	2	2
и все	3	7
о том	6	11
и во	2	3
в этой	3	10
даже если	2	4
но именно	2	3
не делать	2	2
из них	2	3
когда мы	15	8
самое время	4	4
здесь только	7	2
как в	5	4
как и	10	3
т д	13	10
ясно что	6	3
родовое понятие	2	9
самом деле	3	6
крайней мере	5	2
и то	14	6
отнюдь не	10	10
в виду	10	6
на нечто	3	8
идея и	3	2
тому что	4	4
гораздо больше	2	2
есть не	5	6
его как	3	2
эту вещь	2	2
всякий знак	12	3
только что	2	2
в конце	5	6
хотя бы	3	3
еще и	7	5
в бесконечный	7	11
что их	2	2
и что	7	9
с другой	7	3
