2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
себе и	2	3
и не	9	8
который по	2	2
в виде	2	3
мы можем	6	5
из основных	3	4
бы в	5	3
но и	14	9
формами мышления	2	4
того чтобы	17	7
ребенка и	5	9
для того	15	5
и поэтому	2	3
с психологической	2	2
потому что	6	12
в собственном	5	7
в которой	3	3
к известному	4	2
слова и	5	5
когда он	2	3
что ребенок	4	12
в слове	2	2
в его	14	11
факт что	3	2
бы сказать	2	3
ко всей	2	2
и отношений	2	3
мышления что	3	2
и речи	38	2
всех остальных	3	2
тем самым	5	7
в каком	3	2
ребенка с	2	4
мышление как	2	4
же как	6	6
одной и	2	5
указывает на	2	2
этого слова	4	11
особенности детской	2	3
ребенок не	4	2
детского развития	3	3
но вместе	4	2
мышлении ребенка	2	6
развитии детского	2	9
все более	3	2
том чтобы	3	2
в детском	9	4
а с	4	2
эти понятия	2	3
на всем	2	2
в какой	5	3
такой же	3	2
мышлением и	3	4
можно было	3	6
в своей	4	7
прежде всего	10	2
в высшей	4	2
в современной	2	2
ребенка по	2	2
но не	4	3
переходе от	2	2
если бы	5	5
данном случае	2	2
для него	2	2
именно в	6	3
в одинаковой	2	2
что оно	3	4
в наши	2	2
и мышление	4	3
этого положения	2	6
говорили выше	2	3
что с	2	4
взрослого человека	6	8
развития в	2	6
во всем	3	3
которая в	2	2
на этом	2	3
первую очередь	3	4
представляет собой	11	3
между ними	2	4
очень рано	2	2
и которое	3	2
с одной	8	9
детской мысли	13	17
развития научных	3	10
детского мышления	34	24
в речи	2	4
и той	2	4
мышление не	2	3
как известно	3	3
всем протяжении	2	2
в настоящей	4	2
целом и	5	2
если мы	2	10
друг с	4	7
тогда когда	3	8
мы видим	4	10
даже в	2	2
между собой	5	5
виде в	2	2
в основу	2	2
обе эти	3	5
приводит нас	2	3
мы должны	5	11
мышления ребенка	5	4
не является	9	5
значении слова	2	3
как он	3	4
и более	5	7
в этих	2	3
идет о	2	3
то что	17	15
мы видели	2	6
что все	4	3
мышления на	2	2
в области	3	4
с другом	4	7
говорит он	15	5
с этой	6	4
как говорит	2	2
заключается в	8	18
не только	16	15
том что	21	35
может не	3	2
на этот	3	3
ступени развития	2	2
могут быть	3	7
мы могли	7	9
этими двумя	2	2
от того	6	3
а не	3	7
мышлению в	3	3
уже сказано	6	4
и на	8	6
во всяком	3	4
мыслью и	7	2
с той	2	2
теории пиаже	8	2
мышления мы	2	5
все время	6	4
всяком случае	3	3
во всей	4	4
и от	3	3
в нашем	2	4
в сущности	6	4
ключ к	2	4
сказать что	11	6
между тем	9	9
более и	2	2
из этих	3	2
теории и	3	2
мысли пиаже	3	2
которое мы	3	2
нами в	2	4
зависимости от	2	2
в процессе	8	27
в силу	6	6
научных понятий	2	28
развитии ребенка	2	2
в свою	4	2
вслед за	2	2
связана с	2	2
ребенка как	4	2
того что	15	10
в отношении	10	10
в чем	4	3
в своем	3	4
что эта	2	3
мышления как	5	2
детском возрасте	9	2
то же	8	16
между отдельными	3	3
к этому	4	4
на все	3	3
формой мышления	2	3
видим таким	3	4
том же	2	2
выводу что	4	2
пиаже не	4	2
мышлении и	7	2
так как	7	10
и которая	2	2
в известном	2	2
на то	5	5
как мы	5	13
все эти	4	5
как это	2	9
в наших	3	2
мышление ребенка	3	3
не в	4	4
ребенка к	3	3
которые мы	2	3
может быть	14	12
ни в	4	3
с таким	3	3
о том	6	5
он что	2	2
в этой	7	3
школьном возрасте	4	5
почти всегда	2	3
иначе чем	2	3
и к	4	5
этом отношении	4	7
свою очередь	3	2
по пиаже	2	3
развития понятий	2	13
вопроса о	2	2
как в	4	5
как и	14	9
в развитии	12	25
мышление в	4	4
один из	2	3
развития детского	2	11
ясно что	2	2
нас проблемы	2	2
понятий и	4	9
первый план	2	4
показали что	4	4
самом деле	3	7
под влиянием	2	2
и то	3	10
их в	4	2
равной мере	2	3
и других	3	3
целый ряд	4	5
тому что	5	4
мысли как	3	2
значение слова	5	7
по своей	5	6
только что	4	4
в основе	8	17
одной стороны	9	9
в один	2	3
целом ряде	2	2
и что	5	8
в смысле	2	4
с другой	10	12
