2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
как мы	2	2
вовсе не	5	7
не были	2	2
его к	2	2
положим что	3	3
не могут	4	2
точно так	11	2
в глазах	3	2
его действие	2	2
но тем	3	2
не в	15	11
которые мы	5	2
то он	2	2
может быть	27	26
духа и	7	2
а между	3	4
отношений между	3	2
и все	3	4
о том	2	8
ко всем	2	3
когда мы	2	6
что и	6	7
как в	10	7
как и	9	14
т д	4	3
бы не	6	3
в течение	2	2
крайней мере	2	5
и то	3	5
в виду	2	3
и других	4	3
тому что	3	2
есть не	2	4
посредством слова	6	2
только что	2	3
хотя бы	2	4
там где	4	3
и что	10	7
в смысле	4	3
заключает в	2	8
с другой	7	2
от него	4	2
быть названо	3	4
и по	6	3
что человек	5	3
