2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
и вообще	4	16
так как	11	7
но уже	5	5
здесь то	2	2
случае не	3	4
не имеющих	2	2
мы говорим	3	4
на то	8	6
со знаком	2	2
вовсе не	35	37
без всякого	2	4
как мы	7	5
указание на	4	3
все эти	8	7
не могут	2	4
точно так	4	3
только и	3	3
о нем	3	2
не в	4	2
такого рода	7	15
но все	3	2
об его	3	2
сознания и	2	2
не очень	2	2
может быть	14	18
ни в	7	6
и все-таки	2	3
и все	7	5
о том	11	18
в этой	10	9
нет никакой	2	2
с этими	2	2
о своем	2	2
мы здесь	2	3
но именно	3	4
когда мы	8	6
самое время	4	4
здесь только	2	3
как и	3	5
т д	10	6
как такового	2	2
один из	4	3
ясно что	3	8
самом деле	6	4
крайней мере	2	6
и то	6	10
не всякое	7	2
как они	2	2
на тот	2	2
или его	2	2
отнюдь не	10	5
не говоря	4	4
в случае	3	3
в виду	6	8
их в	4	4
тому что	4	3
есть не	6	6
эту вещь	2	3
всякий знак	3	17
этому поводу	3	2
в конце	6	7
или менее	3	4
хотя бы	3	12
еще и	5	5
о предмете	2	2
что их	2	2
вообще и	4	2
и что	9	13
с другой	3	6
он обозначает	2	3
