2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
оно не	2	3
если же	4	5
тем как	2	3
это не	7	7
без него	2	2
но это	3	5
в состоянии	2	3
таком случае	2	2
то есть	34	42
если бы	13	14
все в	2	2
независимо от	6	6
и т	7	6
для него	5	4
по крайней	5	2
каким образом	2	3
так сказать	5	2
так что	5	16
в таком	4	5
и их	3	3
в мысли	3	8
и притом	2	4
к первому	2	3
за ним	2	2
слова не	3	2
и для	2	5
значительной степени	2	2
зависят от	2	2
душевной жизни	3	9
тогда как	4	2
вопрос о	2	4
есть для	5	2
между прочим	3	2
если мы	2	3
должны быть	3	7
тогда когда	8	9
мы видим	2	4
в первом	3	5
мысли то	4	7
в разных	3	2
иное как	2	2
мы должны	2	3
что не	6	10
не что	2	2
в истории	4	7
известно что	6	2
что же	5	2
и более	4	2
в этих	3	7
то мы	3	2
развития мысли	2	3
то что	29	10
между собою	4	6
в другой	2	3
что все	4	3
к другим	2	2
не только	10	21
язык есть	7	17
том что	12	16
на этот	2	2
могут быть	7	9
от того	4	4
а не	12	21
и даже	2	4
то это	8	5
само по	5	4
есть только	5	11
во всяком	5	3
думать что	4	3
сами не	2	2
в самой	2	3
есть вместе	2	3
в сущности	2	2
друг друга	2	5
языка в	2	6
возможно только	3	5
сказать что	8	3
и может	4	2
из него	2	2
между тем	9	5
более и	2	2
из этих	2	4
есть в	5	2
есть нечто	5	4
из одного	3	3
на деле	2	4
в свою	2	4
и потому	10	5
подобно тому	2	3
по поводу	4	3
и есть	3	2
того что	14	8
не менее	5	6
в своем	8	3
тем не	4	6
то же	14	6
если и	2	2
от мысли	2	2
судить о	2	3
если б	4	2
том же	2	2
в языке	16	33
убеждение что	2	2
видно что	4	2
и вообще	2	3
так как	14	21
развития и	2	3
но уже	3	2
вытекают из	2	3
и вместе	3	2
без сомнения	4	3
на то	7	2
как мы	2	2
вовсе не	7	5
не были	2	2
его к	2	2
положим что	3	3
не могут	2	4
точно так	2	11
в глазах	2	3
его действие	2	2
но тем	2	3
не в	11	15
которые мы	2	5
то он	2	2
может быть	26	27
духа и	2	7
а между	4	3
отношений между	2	3
и все	4	3
о том	8	2
ко всем	3	2
когда мы	6	2
что и	7	6
как в	7	10
как и	14	9
т д	3	4
бы не	3	6
в течение	2	2
крайней мере	5	2
и то	5	3
в виду	3	2
и других	3	4
тому что	2	3
есть не	4	2
посредством слова	2	6
только что	3	2
хотя бы	4	2
там где	3	4
и что	7	10
в смысле	3	4
заключает в	8	2
с другой	2	7
от него	2	4
быть названо	4	3
и по	3	6
что человек	3	5
