2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
ребенка и	2	17
для того	8	7
где они	2	2
понятия и	10	3
потому что	22	6
в пользу	2	5
которых мы	2	2
эти связи	2	3
когда он	2	3
что ребенок	13	7
к другому	4	2
с ними	2	3
в его	3	15
бы сказать	2	3
одним из	2	5
не могли	5	3
с ним	2	4
тем самым	8	2
ребенка с	2	3
в своих	3	2
были бы	2	3
же как	6	6
раньше чем	2	2
одной и	3	2
понятий так	2	3
мы не	6	9
этого слова	2	4
ребенок не	3	9
в сфере	12	2
ступени в	2	2
мышлении ребенка	4	7
в последнее	2	3
все более	2	2
по отношению	10	3
иначе говоря	3	2
этой стадии	2	5
в зависимости	5	5
вполне совпадает	2	2
это мы	3	2
с мышлением	2	3
в нем	7	2
и того	4	4
видели что	3	3
можно было	7	6
оно не	4	2
в своей	2	2
в свете	5	2
прежде всего	2	4
в высшей	2	6
но это	2	5
но не	10	6
имеем дело	2	2
если бы	7	5
каждой новой	3	2
независимо от	3	4
для него	6	5
именно в	4	5
что оно	7	4
психологической природе	2	2
понятий эти	3	3
понятия а	2	2
что с	3	4
так что	6	2
развития в	6	2
дело с	2	3
на этом	4	3
своего развития	4	3
представляет собой	3	6
между ними	7	3
совпадает с	4	6
возраста в	2	2
связанные с	3	2
в понятиях	5	13
из того	5	2
детского мышления	2	8
основе этого	2	2
и той	3	2
на каждой	11	2
последнее время	2	3
как известно	7	3
на том	2	3
и том	2	2
по своему	2	11
если мы	2	3
друг с	5	5
тогда когда	6	4
мы видим	7	3
между собой	9	13
одного и	4	4
на этой	5	5
мы должны	3	6
для этого	2	2
к установлению	3	2
речи и	5	8
в этих	2	2
эти последние	2	2
то что	28	15
мы видели	8	6
ступень в	5	7
в области	6	7
с другом	5	5
и здесь	3	2
с этой	2	3
с его	3	2
заключается в	7	9
к другим	11	2
не только	16	6
том что	19	20
животных и	2	2
на этот	4	2
ступени развития	6	5
могут быть	5	5
мы могли	12	9
от того	10	4
к частному	2	4
который мы	4	2
и на	5	6
отношения между	4	5
не обнаруживает	2	4
для возникновения	2	3
на котором	2	2
все время	3	2
силу того	5	2
речи как	2	4
и от	2	2
друг друга	4	4
сказать что	13	4
мы уже	2	5
развитии понятий	5	3
из этих	3	4
как на	3	2
понятие в	2	4
речи в	2	4
нами в	2	2
зависимости от	5	6
в процессе	9	27
в силу	17	6
как с	2	4
еще в	2	2
единичных предметов	3	2
развитии ребенка	2	4
остановиться на	3	3
моментов в	2	2
становится возможным	5	2
того что	24	10
слов и	3	5
в отношении	10	6
не менее	2	6
в чем	6	2
мог бы	3	4
в своем	7	4
понятий в	12	6
то же	7	2
между отдельными	3	5
в которых	2	3
представления о	2	2
мышления не	3	2
того же	7	6
понятий мы	3	4
так как	10	12
же точно	3	3
с ней	3	3
речи ребенка	2	4
возрасте и	2	4
на то	4	4
как мы	10	8
все эти	2	7
не могут	5	4
как это	3	7
а по	3	2
внимание на	2	2
не в	4	6
может быть	13	13
всякий раз	3	2
мы знаем	4	4
и все	5	4
в этой	5	5
и к	6	5
этом отношении	3	3
развития понятий	6	5
то время	6	4
из них	2	4
что и	4	10
как в	3	9
как и	6	15
в развитии	24	24
возрастной ступени	2	3
один из	3	6
ясно что	4	2
понятий и	10	7
показали что	4	4
в нашей	3	2
и то	4	2
как они	2	2
в случае	3	3
с развитием	6	2
и других	7	2
тому что	11	2
значение слова	3	4
по своей	3	7
данной ступени	4	2
только что	2	2
связей между	2	2
в основе	3	16
там где	7	4
и что	6	10
на его	3	2
с другой	2	6
время как	5	4
и по	3	5
