2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
в звуках	2	4
в мысли	2	5
и притом	2	3
все остальные	3	5
с одной	7	4
самый предмет	2	2
перестает быть	4	2
от другого	3	3
душевной жизни	6	7
тем же	4	3
и той	2	2
лишь настолько	3	3
состояние души	2	3
lotze т	2	6
тогда как	2	10
внешняя форма	7	3
например в	6	3
то к	3	2
тогда когда	9	10
только как	5	6
мы видим	2	2
мы должны	4	2
что не	8	5
эти последние	2	2
то что	18	20
между собою	6	7
что все	3	2
зрения и	2	7
внешних возбуждений	2	2
том как	3	3
это было	3	2
не только	21	15
том что	18	8
могут быть	3	8
действует на	5	2
от того	8	5
а не	15	18
то это	6	3
само по	3	2
и на	3	8
есть только	5	6
думать что	5	3
сама по	2	2
в душе	10	23
воспоминание о	2	5
только звук	2	3
же что	6	3
себе не	4	4
форма слова	4	2
и от	4	3
друг друга	3	2
сказать что	5	2
и может	3	3
между тем	9	6
сам по	5	4
только посредством	5	2
из этих	9	4
как на	5	3
одно из	5	3
есть в	3	2
есть нечто	4	3
которое мы	2	3
вне себя	2	2
на деле	5	3
в человеке	3	4
в свою	3	6
в одно	3	8
вслед за	3	3
и потому	4	2
и звук	2	4
подобно тому	2	4
по поводу	4	6
и есть	3	2
образом в	3	4
того что	18	7
чувства и	3	4
не менее	5	5
в разговоре	2	2
в чем	3	7
тем не	3	6
то же	23	12
внутренней формы	19	2
и тот	2	2
к этому	3	2
на все	2	3
сих пор	3	4
если б	5	5
время и	2	2
только от	3	3
humboldt т	14	10
в языке	7	3
звуком и	3	3
и вообще	3	3
так как	13	10
и вместе	3	4
без сомнения	4	4
на то	2	5
вовсе не	7	9
указание на	2	2
от нашего	4	2
и предмета	2	2
не могут	5	7
не столько	2	2
точно так	12	9
можно бы	4	2
но тем	2	3
не в	15	13
но все	2	2
может быть	28	23
его с	2	2
а между	2	4
с таким	2	3
и все	3	3
о том	2	5
ко всем	2	2
свою очередь	3	6
то время	4	4
быть может	3	7
из них	6	5
когда мы	2	2
мысли об	2	3
что и	13	11
как в	10	10
с общим	2	2
как и	10	7
т д	3	3
бы не	4	5
отличное от	2	2
один из	4	2
самом деле	2	2
что есть	2	2
крайней мере	5	5
и то	8	3
слова есть	3	5
их в	2	2
не заключает	2	2
для сознания	4	2
тому что	3	2
есть не	7	5
только что	8	3
или менее	3	8
те же	6	3
одной стороны	3	3
там где	3	4
появления в	2	2
и что	10	4
с другой	7	6
заключает в	5	4
от него	2	4
а и	4	5
то не	2	3
и по	4	2
