2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
речи но	2	3
уже сказано	5	6
который мы	2	2
и на	6	8
во всяком	4	3
с той	2	2
мышления мы	3	2
все время	2	6
всяком случае	4	3
внутренняя речь	5	4
речи как	4	8
и от	2	3
это речь	2	2
сказать что	4	11
между тем	3	9
из этих	4	3
как на	2	4
речи в	4	14
за этой	2	2
нами в	2	2
зависимости от	6	2
в процессе	27	8
в силу	6	6
развитии ребенка	4	2
в свою	3	4
вслед за	3	2
не связаны	2	2
и потому	2	2
возрасте эти	2	2
и слово	3	2
ребенка как	3	4
того что	10	15
в отношении	6	10
в чем	2	4
в своем	4	3
детском возрасте	2	9
то же	2	8
между отдельными	5	3
основных форм	2	2
к этому	3	4
является для	2	2
в которых	3	3
эгоцентрическая речь	4	19
выводу что	4	4
так как	12	7
же точно	3	9
с ней	3	2
речи ребенка	4	9
в известном	4	2
психологической природы	2	4
возрасте и	4	4
на то	4	5
как мы	8	5
бы что	4	2
все эти	7	4
показывают что	5	3
не столько	4	4
как это	7	2
мышление ребенка	2	3
но тем	2	2
не в	6	4
ребенка к	2	3
но все	2	2
может быть	13	14
ни в	9	4
и все	4	5
о том	5	6
в этой	5	7
и к	5	4
этом отношении	3	4
свою очередь	2	3
раннего возраста	7	2
развития понятий	5	2
от речи	3	2
то время	4	5
как в	9	4
как и	15	14
в развитии	24	12
в течение	2	2
мышление в	3	4
один из	6	2
развития детского	2	2
ясно что	2	2
понятий и	7	4
первый план	2	2
показали что	4	4
развитии мышления	7	8
и то	2	3
на которых	2	2
основной и	2	2
речь и	4	2
их в	3	4
с развитием	2	2
и других	2	3
тому что	2	5
который в	3	3
по своей	7	5
значение слова	4	5
только что	2	4
что перед	4	2
у детей	2	3
этот метод	2	2
в основе	16	8
что является	2	2
раньше всего	2	3
одной стороны	5	9
в один	2	2
там где	4	2
мышления это	2	2
и что	10	5
в смысле	4	2
с другой	6	10
время как	4	4
