2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
как и	9	6
мы видели	6	6
в развитии	25	26
потому что	12	7
увидим что	5	2
таким же	2	3
что все	3	4
сравнению с	3	5
ступень в	3	3
в которой	3	4
интеллектуальной деятельности	2	2
в собственном	7	3
стадии своего	2	2
в другой	2	2
с другом	7	2
и это	2	3
стороны и	2	2
том числе	2	3
развития детского	11	7
с этой	4	2
показали что	4	2
к которым	2	4
говорит он	5	12
и его	5	4
когда он	3	3
что ребенок	12	8
ребенка в	4	10
и только	4	3
ход развития	6	2
числе и	2	3
не может	6	9
собственном смысле	7	3
самом деле	7	6
возникает в	4	2
могли бы	9	4
в его	11	2
но что	3	2
как говорит	2	2
чем в	3	2
заключается в	18	8
не только	15	15
том что	35	27
и речи	2	13
мы уже	5	6
интересующей нас	4	4
как только	2	2
животных и	2	3
тем самым	7	3
раз в	2	2
в следующем	2	3
развитие ребенка	3	2
и тем	8	2
одной из	3	3
на этот	3	6
отнюдь не	3	2
ребенка с	4	4
уже и	2	2
могут быть	7	2
мы могли	9	4
от того	3	2
ту же	2	2
ребенка на	2	2
тем что	7	2
процессе развития	2	7
раньше чем	5	2
в виду	3	6
уже сказано	4	3
указывает на	2	2
этого слова	11	3
же как	6	2
а не	7	3
которую можно	2	2
и других	3	2
целый ряд	5	2
ребенок не	2	2
детского развития	3	3
во всяком	4	7
мышлении ребенка	6	2
в отличие	2	3
по своей	6	6
развитии детского	9	5
только что	4	3
теории пиаже	2	8
том чтобы	2	4
в детском	4	2
те же	6	3
он говорит	2	3
что на	2	2
в начале	2	4
все время	4	3
в основе	17	3
одной стороны	9	7
всяком случае	3	6
мышления является	3	2
в один	3	2
в том	42	33
а с	2	4
ребенком и	3	2
ребенка это	2	3
и другой	3	2
и что	8	8
но в	3	6
во всей	4	5
с другой	12	6
друг друга	4	5
в сущности	4	9
сказать что	6	6
в совершенно	3	4
приводит к	3	5
на всем	2	2
в частности	5	6
