2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
ребенка не	4	3
развития ребенка	4	11
в этом	27	25
родного и	2	3
своей природе	4	3
этот закон	2	3
стороны речи	2	3
самой своей	4	2
это есть	3	4
родного языка	18	11
мы и	4	5
в их	3	3
но мы	3	5
еще не	8	4
в то	6	5
в самом	8	4
в ходе	3	12
начала что	2	2
мышления и	7	4
что функции	2	3
спонтанных и	4	3
по типу	2	2
это и	3	3
обучения в	4	4
научных и	7	4
ее в	2	3
до сих	3	3
до того	3	2
письменной речи	7	39
развития но	3	4
во всех	4	2
к объекту	14	7
на основе	4	2
мысль что	2	4
ребенок усваивает	5	3
и не	11	12
показать что	5	3
мы можем	9	6
в одном	2	3
состоит в	2	6
житейскими понятиями	2	2
с самого	7	5
бы в	3	4
но и	10	6
в другом	2	6
того чтобы	10	17
и отношения	3	3
ребенка и	2	4
казалось бы	2	4
для того	8	14
понятия и	10	2
этого вопроса	2	3
научного понятия	10	5
потому что	22	21
высшего понятия	3	2
высшей ступени	2	2
и развитием	5	14
устной и	2	3
в которой	7	5
только не	3	3
он должен	4	5
эти связи	2	2
ребенок в	7	5
когда он	2	2
что ребенок	13	11
умственном развитии	2	3
переход к	3	3
в его	3	11
совершается в	3	2
бы сказать	2	2
одним из	2	2
и отношений	6	3
с ним	2	5
в той	4	6
чем в	2	3
можно сказать	6	5
житейских понятий	12	6
тем самым	8	8
спонтанные понятия	6	3
ребенка с	2	3
в своих	3	2
же как	6	7
раньше чем	2	3
мы не	6	3
в школе	12	6
ребенок не	3	6
к предмету	6	2
в сфере	12	5
ступени в	2	2
по самой	5	4
по отношению	10	12
развитии и	3	2
своего собственного	2	2
вот почему	2	3
понятий к	8	3
мысли от	3	2
исследования и	3	2
в пределах	5	4
письменная речь	3	22
в зависимости	5	2
формальная дисциплина	2	2
это мы	3	2
в нем	7	7
и того	4	3
можно было	7	5
в своей	2	2
это не	5	4
этот путь	2	2
мы нашли	3	2
прежде всего	2	3
в свете	5	4
в высшей	2	2
но это	2	3
в состоянии	4	4
но если	4	6
но не	10	10
и составляет	3	4
если бы	7	8
с велосипеда	2	2
для него	6	5
ребенка от	3	2
он делает	2	2
именно в	4	4
при усвоении	3	3
что оно	7	6
у него	2	6
психологической природе	2	4
и спонтанных	2	2
же самые	4	2
и развития	6	12
что усвоение	3	2
ребенок умеет	3	2
что с	3	5
так что	6	4
развития в	6	6
общности между	15	2
на этом	4	3
своего развития	4	6
на развитие	5	2
представляет собой	3	7
в мысли	4	6
своем развитии	4	5
совпадает с	4	2
детской мысли	11	12
из того	5	11
связанные с	3	6
этом случае	2	3
они не	4	3
и житейских	5	4
развития научных	5	3
детского мышления	2	4
основе этого	2	2
сказывается в	2	2
и низших	2	2
как известно	7	4
и произвольность	2	3
вопрос о	5	12
по своему	2	3
отношение между	3	4
если мы	2	7
друг с	5	7
тогда когда	6	5
иное отношение	3	3
его мысли	3	3
мы видим	7	4
оказывается не	2	2
между собой	9	13
в первом	4	3
одного и	4	3
я не	4	2
мы должны	3	8
во внимание	2	2
и развитие	4	17
к высшим	3	2
речи и	5	6
и более	2	3
в этих	2	3
научные понятия	23	13
более сложные	2	2
то что	28	26
мы видели	8	3
что все	5	6
ступень в	5	3
том как	2	2
в области	6	12
с другом	5	7
и здесь	3	2
с этой	2	4
заключается в	7	5
не только	16	16
силу одного	2	2
том что	19	15
поэтому он	2	2
на этот	4	4
к осознанию	3	10
ступени развития	6	2
могут быть	5	4
мы могли	12	7
от того	10	3
а не	3	10
кривая развития	2	2
который мы	4	2
и на	5	6
отношения между	4	3
на высшую	3	5
обучения и	7	19
вместо того	2	3
речи как	2	4
как частный	3	3
совершенно очевидно	3	2
и от	2	2
в сущности	7	13
психических функций	2	13
сказать что	13	13
школьного обучения	6	9
иностранного языка	21	9
к его	2	3
как на	3	3
понятие в	2	2
речи в	2	6
нами в	2	2
зависимости от	5	2
в процессе	9	13
в силу	17	10
памяти и	4	4
научных понятий	40	21
как с	2	3
эти функции	2	2
еще в	2	3
развитии ребенка	2	3
отношение к	7	11
системы понятий	3	4
и другие	2	2
частный случай	5	3
нас что	2	2
образом в	3	2
того что	24	16
слов и	3	2
в отношении	10	9
только к	3	2
не менее	2	3
в чем	6	3
в своем	7	5
что эта	2	3
исследование показывает	6	5
понятий в	12	8
и является	2	3
то же	7	8
развития родного	2	5
осознанность и	2	3
содержится в	5	3
системе понятий	2	2
через другие	2	2
сих пор	3	3
представления о	2	2
принадлежит к	2	2
того же	7	7
понятий мы	3	2
обучение и	4	10
дошкольном возрасте	3	2
до лет	2	3
так как	10	16
значение для	3	2
развития и	10	11
мы говорим	2	2
необходимо должно	2	2
возрасте и	2	2
как мы	10	10
на вопрос	2	5
его отношение	3	2
все эти	2	4
установить что	4	2
и произвольно	2	4
восприятия и	3	3
не могут	5	4
как это	3	8
не в	4	6
процессе обучения	7	5
может быть	13	9
мы знаем	4	3
отношений между	10	2
развитием научных	4	3
исследования показали	3	4
в этой	5	6
школьном возрасте	8	19
и научных	9	3
и к	6	2
на примере	3	3
что у	2	2
что обучение	10	9
этом отношении	3	5
обучения как	2	3
что нам	2	2
высшее понятие	2	3
и памяти	3	4
процессов развития	6	4
значений слов	5	4
то время	6	4
из них	2	2
что и	4	3
как в	3	5
от развития	2	5
как и	6	8
в развитии	24	28
не иначе	4	2
понятий и	10	15
показали что	4	7
самом деле	2	3
что научные	4	3
и то	4	4
как они	2	3
в дошкольном	3	2
понятий для	3	2
в случае	3	2
ту же	3	2
что мышление	3	2
понятия не	4	3
с развитием	6	2
понятий школьника	2	2
тому что	11	5
между обоими	2	5
но с	2	2
у школьника	3	2
по своей	3	3
только что	2	5
для объяснения	2	4
пиаже как	3	5
те же	3	2
сущности говоря	4	4
в основе	3	8
чем он	2	2
и что	6	12
ребенком в	3	2
на его	3	2
с другой	2	4
время как	5	4
и по	3	4
