2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram
этой точки	2	2
что иное	6	8
как раз	7	4
без веры	4	3
в сравнении	3	3
в самом	7	2
на основании	2	3
другими словами	7	5
это и	7	9
или нет	5	3
от себя	4	2
ее в	2	2
то и	3	2
высших сил	10	2
и не	27	30
за пределы	3	3
что чудо	5	7
в виде	8	3
даже и	7	3
это значит	24	8
при помощи	3	3
совершенно не	2	3
от вещей	2	4
как же	5	5
и без	3	2
не просто	18	7
ни на	3	6
но и	9	4
и когда	2	2
бы в	2	4
себя и	2	3
учение о	8	5
мифическое сознание	3	4
для того	3	5
потому что	7	10
в особенности	7	4
только не	10	3
или иначе	2	2
тем более	3	6
выйти за	3	5
в его	2	4
тем самым	3	3
в каком	3	5
мы не	5	9
из которых	3	3
в ней	2	5
никто не	2	2
что именно	3	7
имеет права	2	2
не было	3	2
или в	2	7
законы природы	5	7
нет ничего	9	6
а если	3	3
законов природы	10	5
я думаю	2	2
что такое	21	5
в нем	3	5
е не	4	2
оно не	6	2
что она	9	5
никакого отношения	3	2
это не	4	12
чудо не	3	8
прежде всего	8	11
но это	5	4
но если	6	5
если бы	6	6
можно только	4	3
и т	24	17
– и	4	4
именно в	2	5
я уже	7	3
что оно	7	7
по крайней	5	7
коем случае	3	2
же вы	5	2
иметь в	2	2
даже не	6	2
себя в	2	2
ничто не	2	2
есть просто	4	6
так что	8	6
так чтобы	2	3
такое чудо	2	3
есть мифология	2	3
во всем	3	2
на этом	2	3
не мешает	2	2
но о	2	2
и притом	5	3
личность есть	3	7
должна быть	6	7
тут –	2	2
тут мы	2	2
– вот	2	2
и для	2	5
личности в	2	5
нет никакого	7	3
быть и	3	3
на свете	3	4
есть еще	3	2
есть также	2	2
тогда нет	5	2
то следовательно	4	2
вопрос о	5	2
а именно	2	6
можно и	3	2
нет ни	2	3
есть всегда	5	3
иной раз	2	3
должны быть	3	4
тогда когда	5	5
лишь как	2	4
значит что	24	9
– все	3	3
я не	6	5
иное как	6	8
во внимание	2	2
что не	5	3
не что	6	8
для этого	2	2
оно –	4	3
миф –	5	3
она всегда	2	4
в истории	4	3
что же	11	2
то что	14	16
что все	14	4
и пр	6	9
с этой	5	2
это было	3	2
ни один	2	2
факты и	2	2
чудо есть	7	8
с его	2	5
не только	23	8
более не	2	3
том что	8	10
– история	3	2
– значит	4	2
она должна	2	2
могут быть	2	3
от того	4	2
той или	2	4
а не	26	18
и даже	13	6
есть подлинная	3	2
и на	3	5
само по	5	4
есть только	12	3
думать что	2	2
во всяком	2	2
как чистое	2	2
он есть	3	7
сама по	4	5
ни о	3	3
две сферы	2	2
ничего не	17	17
мифологии и	3	8
необходимым образом	2	3
эти две	3	3
без знания	4	3
в сущности	10	5
возможно только	6	3
сказать что	4	6
мы уже	3	3
сам по	5	2
мифического субъекта	3	3
из этих	2	2
есть в	3	4
д и	6	3
есть нечто	23	2
двух или	2	2
есть то	6	5
в силу	3	4
мифология и	5	2
– только	2	3
и потому	2	3
подобно тому	4	4
и есть	16	19
того что	12	13
не менее	11	2
в чем	4	8
в своем	3	5
тем не	10	2
то же	6	9
от чего	5	2
и нет	7	3
и чисто	2	5
я вижу	3	2
истории и	4	2
и ничего	4	2
не значит	3	2
и вообще	2	7
так как	6	14
случае не	3	2
ровно никакого	3	2
явно что	5	3
мы говорим	2	2
как миф	2	2
на то	3	5
вовсе не	13	6
имеется в	3	3
все эти	3	3
не могут	4	2
допустим что	16	2
и можно	2	5
как это	5	2
точно так	2	2
о нем	4	2
не в	3	8
сущности своей	2	2
сознания и	4	3
всегда есть	5	2
может быть	13	17
ни в	9	8
и все	6	11
о том	6	5
и во	2	2
на что	2	2
е в	4	2
только о	3	3
е что	6	2
из них	3	2
что и	6	6
как и	7	7
т д	23	15
ни от	4	2
ясно что	7	11
она есть	10	10
то значит	3	2
что есть	4	2
крайней мере	5	7
и то	4	3
всего иного	2	2
бытия и	2	4
в коем	3	2
отнюдь не	10	4
не говоря	2	3
в виду	7	9
слово –	2	2
своей и	2	3
личность как	2	4
и объекта	3	5
есть не	9	5
его как	3	2
только что	4	2
хотя бы	4	4
но они	2	2
в основе	3	10
и тут	3	3
– как	3	5
о ней	2	2
уже о	2	4
и что	15	9
в смысле	2	5
и вот	2	11
и по	2	2
