2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
в качестве	2	10
здесь не	7	7
ли сказать	2	2
другой стороны	3	6
все это	7	9
при этом	6	6
то в	5	2
в сознании	5	3
и с	2	7
и ни	4	5
уже в	3	4
не являются	5	2
она является	2	2
да и	3	5
что мы	13	3
и уж	2	2
в символе	17	6
же и	3	3
что он	7	8
этого понятия	2	2
также и	11	13
с тем	5	4
в этом	19	9
и вполне	3	5
в это	2	2
это есть	9	3
здесь в	3	5
символ и	8	8
еще не	9	7
в то	6	4
символа и	9	8
что иное	2	2
у пушкина	2	3
как раз	13	4
и начала	2	2
в самом	6	2
другими словами	3	3
ни только	4	2
в буквальном	3	3
рода символ	2	2
в литературе	4	2
то и	6	5
вполне можно	2	2
как знак	2	4
во всех	7	4
или иных	2	3
и не	31	28
за пределы	6	2
смысле слова	7	15
в виде	15	22
даже и	8	13
мы можем	4	3
на самом	6	5
при помощи	13	10
совершенно не	6	3
как же	3	2
ни на	4	3
не просто	23	16
но и	9	14
учение о	3	3
того чтобы	9	2
казалось бы	4	3
для того	8	3
понятия и	2	3
потому что	16	15
в которой	2	2
что всякий	4	3
только не	3	4
в целях	2	5
тем более	5	4
в ряд	2	3
в его	6	3
с ним	3	4
что к	2	2
можно сказать	5	5
тем самым	4	4
этот последний	2	2
бесконечный ряд	12	16
в каком	3	6
мы не	2	7
указывает на	14	4
а может	2	2
же в	4	4
и очень	2	5
не было	4	3
или в	4	5
каком случае	3	3
бесконечное количество	4	4
но она	3	3
нет ничего	10	3
далеко не	5	2
в нем	13	5
можно было	3	4
что она	5	4
несмотря на	3	4
в своей	8	4
символ есть	10	6
это не	6	7
прежде всего	10	11
лучше сказать	2	2
но это	8	6
символа но	2	3
но если	2	6
но не	9	5
то есть	33	27
если бы	4	8
данном случае	8	5
и т	11	4
который является	2	2
для него	2	3
именно в	4	7
по крайней	2	6
чем оно	2	2
символ но	5	5
так что	6	6
в таком	9	6
что понятие	3	3
а также	4	6
не мешает	2	3
и притом	4	2
можно ли	5	3
дело в	3	2
и для	4	4
очень много	3	2
и символ	3	4
как именно	2	2
подобного рода	5	11
а именно	12	2
некоторого рода	5	2
не всякий	4	3
между прочим	2	3
по своему	9	6
если мы	11	5
чем же	2	3
значит что	3	8
должны сказать	2	2
всякий символ	12	4
на этой	2	2
иное как	2	2
мы должны	5	3
здесь перед	3	5
что не	3	4
не является	5	10
не что	2	2
для этого	3	2
в истории	4	3
и весь	4	3
в этих	3	5
то что	42	15
между собою	7	2
нечто иное	2	2
теория символа	2	3
том как	2	2
в области	2	3
и сама	2	3
это было	2	2
по преимуществу	2	2
с его	2	2
не только	17	24
том что	12	12
уже и	3	3
той или	5	14
а не	15	7
мы находим	2	2
и даже	11	9
и на	8	3
есть только	8	2
во всяком	7	8
сама по	4	2
символы в	2	5
ни о	5	4
что его	3	4
в самой	3	4
для себя	3	2
а наоборот	3	2
в математике	2	4
все время	2	2
всяком случае	3	4
художественный образ	9	6
однако это	3	2
сказать что	13	7
и может	2	2
необходимо сказать	2	3
для них	2	2
сам по	7	6
к его	2	3
понятия символа	7	9
есть в	5	7
символ как	3	2
есть нечто	11	9
свидетельствует о	3	2
идейная образность	8	2
буквальном смысле	3	2
символа как	5	4
в одно	4	6
своему содержанию	3	5
тоже есть	3	7
и потому	2	7
о символе	14	2
и есть	6	4
однако в	2	2
общего с	8	2
в отношении	3	4
не менее	19	10
в чем	3	2
в своем	5	3
сами по	3	2
тем не	18	10
символа в	3	6
и является	7	3
то же	10	7
действительности и	5	5
символ в	7	6
себе все	2	2
десятичных знаков	6	2
того же	3	2
или иного	2	3
здесь нет	2	3
ничего общего	11	5
и вообще	4	6
так как	11	5
ясно и	2	2
меньше всего	2	3
случае не	3	5
как мы	7	3
вовсе не	35	21
без всякого	2	4
все эти	8	16
точно так	4	3
как это	6	3
только и	3	5
не в	4	13
такого рода	7	7
но все	3	3
сознания и	2	3
об его	3	2
всегда есть	6	4
то он	2	2
не очень	2	2
может быть	14	9
ни в	7	17
и все	7	8
и во	3	4
о том	11	5
в этой	10	4
даже если	4	3
нет никакой	2	4
мы здесь	2	2
много разных	2	2
но именно	3	2
из них	3	3
когда мы	8	5
самое время	4	2
как в	4	5
как и	3	6
т д	10	3
ясно что	3	7
самом деле	6	3
крайней мере	2	6
и то	6	2
как они	2	2
отнюдь не	10	10
не говоря	4	3
в виду	6	6
на нечто	8	2
идея и	2	3
есть не	6	6
только что	2	2
символ является	3	2
в конце	6	2
или менее	3	2
хотя бы	3	7
еще и	5	3
в бесконечный	11	14
и что	9	2
на его	2	2
с другой	3	7
