2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
точно так	2	9
внимание на	5	2
т п	4	3
но тем	2	3
между прочим	3	4
если мы	2	3
не в	11	13
должны быть	3	4
связь между	3	2
тогда когда	8	10
которые мы	2	3
у нас	2	2
на мысль	4	3
мы видим	2	2
т с	6	18
только как	4	6
и не	18	19
нашей мысли	3	8
находится в	5	3
и другое	2	4
человека в	2	3
что только	2	2
может быть	26	23
а между	4	4
слово с	6	2
членораздельный звук	3	9
такое же	2	2
отношений между	2	3
одном из	2	4
например что	2	2
даже и	3	2
и все	4	3
мы можем	10	12
в одном	4	6
состоит в	2	2
на самом	3	2
так в	3	4
его содержание	2	2
не как	2	3
о том	8	5
ко всем	3	2
нам кажется	2	4
что у	3	2
в себе	14	10
мы должны	2	2
не с	2	3
только в	15	11
бы в	2	2
но и	11	9
что не	6	5
образом мы	3	2
того чтобы	4	2
быть может	4	7
когда мы	6	2
не имеет	5	6
не то	5	2
в этих	3	3
то мы	3	2
что и	7	11
для того	6	5
как в	7	10
только для	2	5
то что	29	20
как и	14	7
т д	3	3
между собою	4	7
потому что	33	49
но даже	2	3
например с	2	2
что все	4	2
бы не	3	5
в которой	6	5
в каждом	3	2
один из	2	2
и это	2	2
и здесь	2	2
можно назвать	2	2
слова и	5	3
и сами	2	4
и его	2	2
и только	3	6
это было	2	2
внутреннюю форму	3	3
в слове	22	13
с ними	3	3
самом деле	3	2
не может	11	12
человеческой природы	2	2
было в	3	2
в обществе	2	2
могли бы	4	2
в его	5	2
но что	2	2
что есть	3	2
не есть	9	6
крайней мере	5	5
и если	3	4
не знаем	2	2
с ним	5	5
к другим	2	3
по себе	11	15
не только	10	15
том что	12	8
тем самым	4	4
и они	2	2
и тем	4	3
во время	2	4
в каком	4	3
в них	3	5
мере того	4	4
быть не	2	3
мысли в	2	3
могут быть	7	8
от того	4	5
тем что	10	7
ни был	3	2
для самого	2	4
хотя и	5	3
перед собою	2	2
мы не	8	11
указывает на	2	2
этого слова	7	6
в ней	2	3
а не	12	18
то это	8	3
представлений и	2	3
и других	3	2
же время	3	2
само по	5	2
и на	3	8
отношения между	2	2
во всяком	5	7
есть только	5	6
думать что	4	3
тому что	2	2
не было	12	6
и то	5	3
и следовательно	3	2
есть не	4	5
это последнее	4	4
чем более	3	3
в котором	4	4
по отношению	10	2
что его	2	3
в самой	2	3
же что	2	3
новых восприятий	2	2
только что	3	3
можно думать	2	2
для меня	10	4
собою и	2	2
что на	2	3
слова в	3	5
что язык	7	2
хотя бы	4	2
было связано	2	2
те же	3	3
мысли но	4	2
с известным	2	2
всяком случае	3	7
там где	3	4
превращается в	2	2
в том	23	18
как мысль	2	2
вообще и	3	2
но в	8	4
и что	7	4
что может	2	2
заключает в	8	4
с другой	2	6
от него	2	4
друг друга	2	2
в нашем	2	2
быть названо	4	2
и по	3	2
от одного	3	3
сказать что	8	2
и может	4	3
