2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
обе эти	5	3
приводит нас	3	2
мы должны	11	5
мышления ребенка	4	5
не является	5	9
значении слова	3	2
как он	4	3
и более	7	5
в этих	3	2
идет о	3	2
то что	15	17
мы видели	6	2
что все	3	4
мышления на	2	2
в области	4	3
с другом	7	4
говорит он	5	15
с этой	4	6
как говорит	2	2
заключается в	18	8
не только	15	16
том что	35	21
может не	2	3
на этот	3	3
ступени развития	2	2
могут быть	7	3
мы могли	9	7
этими двумя	2	2
от того	3	6
а не	7	3
мышлению в	3	3
уже сказано	4	6
и на	6	8
во всяком	4	3
мыслью и	2	7
с той	2	2
теории пиаже	2	8
мышления мы	5	2
все время	4	6
всяком случае	3	3
во всей	4	4
и от	3	3
в нашем	4	2
в сущности	4	6
ключ к	4	2
сказать что	6	11
между тем	9	9
более и	2	2
из этих	2	3
теории и	2	3
мысли пиаже	2	3
которое мы	2	3
нами в	4	2
зависимости от	2	2
в процессе	27	8
в силу	6	6
научных понятий	28	2
развитии ребенка	2	2
в свою	2	4
вслед за	2	2
связана с	2	2
ребенка как	2	4
того что	10	15
в отношении	10	10
в чем	3	4
в своем	4	3
что эта	3	2
мышления как	2	5
детском возрасте	2	9
то же	16	8
между отдельными	3	3
к этому	4	4
на все	3	3
формой мышления	3	2
видим таким	4	3
том же	2	2
выводу что	2	4
пиаже не	2	4
мышлении и	2	7
так как	10	7
и которая	2	2
в известном	2	2
на то	5	5
как мы	13	5
все эти	5	4
как это	9	2
в наших	2	3
мышление ребенка	3	3
не в	4	4
ребенка к	3	3
которые мы	3	2
может быть	12	14
ни в	3	4
с таким	3	3
о том	5	6
он что	2	2
в этой	3	7
школьном возрасте	5	4
почти всегда	3	2
иначе чем	3	2
и к	5	4
этом отношении	7	4
свою очередь	2	3
по пиаже	3	2
развития понятий	13	2
вопроса о	2	2
как в	5	4
как и	9	14
в развитии	25	12
мышление в	4	4
один из	3	2
развития детского	11	2
ясно что	2	2
нас проблемы	2	2
понятий и	9	4
первый план	4	2
показали что	4	4
самом деле	7	3
под влиянием	2	2
и то	10	3
их в	2	4
равной мере	3	2
и других	3	3
целый ряд	5	4
тому что	4	5
мысли как	2	3
значение слова	7	5
по своей	6	5
только что	4	4
в основе	17	8
одной стороны	9	9
в один	3	2
целом ряде	2	2
и что	8	5
в смысле	4	2
с другой	12	10
