2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
на данной	3	2
это положение	5	2
связь между	2	4
на основе	10	22
мышления в	16	17
и не	8	10
находит свое	2	2
в виде	3	3
же слова	2	2
мы можем	5	7
состоит в	4	3
это значит	2	4
из основных	4	3
употребления слова	3	3
бы в	3	2
но и	9	4
процесс образования	12	12
того чтобы	7	8
и отношения	2	2
ребенка и	9	17
для того	5	7
понятия и	9	3
таким же	2	2
потому что	12	6
в собственном	7	6
слова и	5	6
когда он	3	3
что ребенок	12	7
в его	11	15
факт что	2	5
бы сказать	3	3
одним из	2	5
мышлении в	2	2
и речи	2	20
тем самым	7	2
в каком	2	2
ребенка с	4	3
же как	6	6
раньше чем	5	2
одной и	5	2
указывает на	2	2
этого слова	11	4
ребенок не	2	9
ступени в	6	2
мышлении ребенка	6	7
все более	2	2
в детском	4	4
в начале	2	2
ребенком и	3	3
а с	2	3
в какой	3	4
значения слов	3	5
образование понятий	5	6
это мы	2	2
мы в	2	2
в нем	2	2
и того	5	4
видели что	2	3
можно было	6	6
в своей	7	2
прежде всего	2	4
в высшей	2	6
но не	3	6
речи не	2	2
если бы	5	5
тот же	9	2
для него	2	5
именно в	3	5
что оно	4	4
между ребенком	2	2
решающую роль	2	4
и мышление	3	2
мы будем	2	2
говорили выше	3	2
и взрослый	6	3
слова мы	3	2
понятий таким	3	2
понятия а	3	2
что с	4	4
так что	3	2
взрослого человека	8	10
развития в	6	2
возникает на	2	2
в таком	2	2
во всем	3	3
на этом	3	3
своего развития	10	3
что понятие	4	4
а также	2	2
момента в	2	2
представляет собой	3	6
между ними	4	3
очень рано	2	2
роль слова	2	2
по внешнему	2	5
в деле	3	4
с одной	9	5
слова не	3	2
от взрослых	2	2
в понятиях	15	13
и для	4	2
детского мышления	24	8
то обстоятельство	3	3
основе этого	2	2
в речи	4	2
тем же	4	4
и той	4	2
и взрослого	2	10
мышления которая	3	3
на каждой	2	2
невозможно без	2	2
как известно	3	3
относятся к	2	2
на том	4	3
одним и	3	2
мы имели	5	4
по своему	4	11
если мы	10	3
друг с	7	5
тогда когда	8	4
мы видим	10	3
значит что	2	4
между собой	5	13
от мышления	2	3
виде в	2	2
в основу	2	4
одного и	6	4
комплексным мышлением	5	2
синкретических образов	2	2
обе эти	5	3
приводит нас	3	3
мы должны	11	6
мышления ребенка	4	7
не является	5	8
как он	4	3
к образованию	2	8
в этих	3	2
то что	15	15
мы видели	6	6
мышления а	3	2
ступень в	3	7
в области	4	7
с другом	7	5
в действии	5	3
и здесь	2	2
говорит он	5	4
с этой	4	3
со взрослыми	2	3
как говорит	2	5
формы комплексного	4	2
заключается в	18	9
не только	15	6
мышления от	2	3
том что	35	20
животных и	2	2
на этот	3	2
ступени развития	2	5
могут быть	7	5
мы могли	9	9
от того	3	4
комплексное мышление	8	3
уже сказано	4	5
к частному	2	4
экспериментальный анализ	3	2
процесса образования	6	14
они являются	7	2
и на	6	6
во всяком	4	4
с той	2	2
мышления мы	5	3
на котором	2	2
все время	4	2
образования понятия	5	6
всяком случае	3	4
здесь мы	2	2
ряда конкретных	2	2
и от	3	2
друг друга	4	4
сказать что	6	4
мы уже	5	5
между тем	9	3
развитии понятий	2	3
из этих	2	4
или иному	2	2
опыта ребенка	3	2
понятие в	8	4
нами в	4	2
зависимости от	2	6
в процессе	27	27
в силу	6	6
чрезвычайно рано	2	4
на деле	3	3
развитии ребенка	2	4
остановиться на	2	3
процесс развития	13	2
в свою	2	3
входит в	2	5
вслед за	2	3
становится возможным	4	2
конкретных предметов	9	9
ребенка как	2	3
того что	10	10
в отношении	10	6
не менее	3	6
в чем	3	2
в своем	4	4
подростка не	2	2
детском возрасте	2	2
обстоятельство что	3	3
понятий в	16	6
этот процесс	6	3
то же	16	2
между отдельными	3	5
функционального употребления	2	3
к этому	4	3
центральным моментом	2	2
взрослых и	2	5
группы предметов	2	4
в готовом	5	2
того же	9	6
выводу что	2	4
понятий мы	2	4
что слова	5	2
понятий является	3	3
ничего общего	3	3
так как	10	12
лежащих в	2	3
в известном	2	4
внешнему виду	2	5
на то	5	4
как мы	13	8
все эти	5	7
его к	4	3
не могут	3	4
какой степени	2	4
как это	9	7
внимание на	3	2
мышление ребенка	3	2
не в	4	6
ребенка к	3	2
такого рода	6	2
функциональном значении	2	2
может быть	12	13
ни в	3	9
качестве средства	2	4
о том	5	5
и во	3	2
в этой	3	5
и к	5	5
этом отношении	7	3
свою очередь	2	2
понятие и	2	2
развития понятий	13	5
уже говорили	2	5
из них	4	4
что и	9	10
как в	5	9
как и	9	15
в развитии	25	24
возрастной ступени	2	3
мышление в	4	3
этого комплекса	2	2
один из	3	6
развития детского	11	2
ясно что	2	2
понятий и	9	7
первый план	4	2
показали что	4	4
к которым	2	4
в нашей	2	2
и то	10	2
в реальном	2	2
как они	4	2
в следующем	2	2
отнюдь не	3	4
ребенка на	2	3
комплексного мышления	33	21
их в	2	3
и других	3	2
тому что	4	2
значение слова	7	4
по своей	6	7
данной ступени	2	2
в отличие	2	6
только что	4	2
готовом виде	5	2
но они	2	2
в основе	17	16
одной стороны	9	5
в переходном	3	9
в один	3	2
в образовании	7	7
и что	8	10
в смысле	4	4
на его	3	2
с другой	12	6
