2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
есть просто	6	3
так что	6	7
есть мифология	3	2
на этом	3	2
не мешает	2	5
и искусство	2	2
и их	2	3
но о	2	2
и притом	3	7
совершенно невозможно	2	2
личность есть	7	11
должна быть	7	5
тут –	2	7
тут мы	2	2
нисколько не	2	4
личности в	5	8
нет никакого	3	2
быть и	3	4
на свете	4	5
или иное	3	4
а именно	6	5
вопрос о	2	3
нет ни	3	3
есть всегда	3	11
иной раз	3	5
или по	4	2
если мы	5	2
должны быть	4	3
тогда когда	5	6
есть специально	3	2
мы видим	4	2
значит что	9	12
– все	3	2
в разных	2	3
я не	5	6
иное как	8	3
мы должны	4	2
во внимание	2	3
что не	3	6
не что	8	3
миф –	3	2
оно –	3	2
в истории	3	2
что же	2	2
то что	16	14
если она	2	2
между собою	2	3
это как	2	3
в области	3	2
том как	2	2
и пр	9	5
это было	2	3
ни вообще	2	2
– личность	2	2
мифология –	2	2
заключается в	2	4
не только	8	19
том что	10	10
и религии	3	3
или другой	3	3
могут быть	3	4
от того	2	4
эти два	2	2
а не	18	16
той или	4	4
и даже	6	14
мы находим	2	3
думаю что	2	3
или иная	2	2
и стало	4	5
пределы мира	2	2
само по	4	2
он есть	7	3
есть только	3	4
во всяком	2	2
сама по	5	7
ни о	3	2
себе не	2	3
время есть	2	6
ничего не	17	3
мифологии и	8	7
в сущности	5	2
сказать что	6	10
мы уже	3	8
и может	2	6
сам по	2	3
будет ли	3	2
есть в	4	2
д и	3	2
есть нечто	2	8
думают что	2	2
в силу	4	5
мифология и	2	3
и потому	3	5
и есть	19	4
того что	13	6
не менее	2	3
в чем	8	3
в своем	5	4
она –	4	8
тем не	2	2
то же	9	12
на все	2	2
и нет	3	2
в противоположность	2	2
мы начинаем	2	2
время и	2	2
то или	3	4
не значит	2	3
и вообще	7	6
так как	14	14
и мы	7	3
мы говорим	2	3
как миф	2	3
вовсе не	6	13
имеется в	3	2
без всякого	2	4
все эти	3	2
не могут	2	4
и можно	5	2
как это	2	7
не в	8	8
становление и	2	4
сознания и	3	5
но все	2	2
всегда есть	2	2
может быть	17	20
ни в	8	10
и все	11	12
в одну	3	5
о том	5	5
в этой	4	3
е в	2	3
только о	3	2
что уже	2	2
из них	2	3
что и	6	5
как в	3	2
как и	7	10
т д	15	15
ясно что	11	4
она есть	10	9
что есть	2	2
крайней мере	7	9
и то	3	7
миф как	3	4
та же	3	4
отнюдь не	4	6
не говоря	3	2
в виду	9	5
мифологией и	2	6
личность как	4	2
бы и	3	2
и объекта	5	4
идея и	3	2
есть не	5	7
с ее	10	2
только что	2	5
необходимо чтобы	2	2
хотя бы	4	4
– как	5	2
и тут	3	3
в один	3	3
об этой	2	2
уже о	4	2
и что	9	5
в смысле	5	5
и вот	11	4
и по	2	4
