2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
мы видели	6	6
ступень в	7	3
с другом	5	2
говорит он	4	12
с этой	3	2
как говорит	5	2
заключается в	9	8
с его	2	4
не только	6	15
том что	20	27
животных и	2	3
на этот	2	6
могут быть	5	2
мы могли	9	4
от того	4	2
той или	2	2
речи но	2	3
уже сказано	5	3
к внутренней	2	5
само по	2	2
отношения между	5	3
во всяком	4	7
все время	2	3
всяком случае	4	6
внутренняя речь	5	3
речи как	4	3
друг друга	4	5
и эта	2	2
сказать что	4	6
мы уже	5	6
из этих	4	4
ребенок начинает	2	3
генетические корни	4	3
внешней речи	6	3
жизни ребенка	4	2
речи в	4	6
зависимости от	6	6
в процессе	27	11
в силу	6	2
нет никаких	4	2
на деле	3	5
развитии ребенка	4	4
процесс развития	2	3
моментов в	2	2
ребенка как	3	3
того что	10	17
в отношении	6	6
в своем	4	9
функциональное употребление	3	2
то же	2	5
к этому	3	4
является для	2	4
в которых	3	3
эгоцентрическая речь	4	10
у шимпанзе	3	14
того же	6	3
так как	12	4
с их	2	2
с ней	3	2
по различным	2	2
бы с	2	3
речи ребенка	4	3
в известном	4	2
на то	4	6
между знаком	2	3
как мы	8	6
все эти	7	3
бы что	4	2
его к	3	2
не могут	4	2
как это	7	6
мышление ребенка	2	7
не в	6	8
но все	2	2
рассматриваться как	4	3
может быть	13	9
всякий раз	2	2
ни в	9	2
можно считать	3	2
мы знаем	4	7
и все	4	3
о том	5	9
в этой	5	6
и к	5	6
самый процесс	2	2
своей психологической	2	3
знаком и	2	3
этом отношении	3	3
уже говорили	5	3
от речи	3	4
из них	4	3
что и	10	2
как в	9	4
как и	15	6
в развитии	24	26
в течение	2	2
развития детского	2	7
показали что	4	2
к которым	4	4
развитии мышления	7	5
на которых	2	2
в следующем	2	3
отнюдь не	4	2
ребенка на	3	2
речь и	4	5
их в	3	4
с развитием	2	4
и других	2	2
который в	3	4
с ее	5	2
по своей	7	6
в отличие	6	3
только что	2	3
или менее	3	2
когда в	3	2
в основе	16	3
раньше всего	2	2
одной стороны	5	7
в один	2	2
там где	4	6
и что	10	8
представлен в	2	2
с другой	6	6
от внешней	3	5
и по	5	3
