2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
и не	8	18
для других	2	15
находит свое	2	3
мы можем	5	3
состоит в	4	3
совершенно не	3	2
из основных	4	2
бы в	3	5
но и	9	11
не по	2	4
того чтобы	7	19
привести к	2	3
оно имеет	2	2
ребенка и	9	8
проявляются в	2	2
для того	5	18
потому что	12	16
в собственном	7	3
в которой	3	11
только не	5	11
слова и	5	10
что ребенок	12	5
в слове	2	11
не означает	3	3
в его	11	4
совершается в	2	3
бы сказать	3	2
чем в	3	4
одним из	2	2
в той	2	4
и речи	2	19
житейских понятий	9	2
тем самым	7	8
раз в	2	2
одной из	3	4
ребенка с	4	4
же как	6	8
одной и	5	2
этого слова	11	3
в ней	2	3
обратимся к	4	3
детского развития	3	6
в детском	4	3
что на	2	2
в начале	2	5
на всем	2	5
в какой	3	6
в действительности	5	2
значения слов	3	3
такой же	2	3
это мы	2	2
мы в	2	3
в нем	2	2
мышлением и	4	2
приводят к	3	2
можно было	6	2
в своей	7	3
это не	5	3
прежде всего	2	7
в современной	2	2
в уме	5	2
речи не	2	5
но не	3	3
переходе от	2	3
если бы	5	5
данном случае	2	5
для него	2	3
именно в	3	6
в одинаковой	2	3
что оно	4	4
и мышление	3	2
говорили выше	3	2
что с	4	5
так что	3	4
развития в	6	3
возникает из	2	6
во всем	3	3
представляет собой	3	19
в мысли	2	3
между ними	4	3
с одной	9	5
детской мысли	17	2
и для	4	5
этом случае	3	14
развития научных	10	2
детского мышления	24	4
в речи	4	5
тем же	4	5
и той	4	2
как известно	3	2
всем протяжении	2	4
одним и	3	2
по своему	4	9
если мы	10	5
друг с	7	2
тогда когда	8	5
мы видим	10	3
даже в	2	2
между собой	5	6
говорит толстой	2	2
приводит нас	3	3
мы должны	11	6
не является	5	3
в этих	3	2
идет о	3	2
то что	15	24
мы видели	6	3
что все	3	2
в области	4	4
с другом	7	2
стороны и	2	4
и здесь	2	2
с этой	4	5
как говорит	2	5
заключается в	18	6
не только	15	24
мышления от	2	2
том что	35	17
ли не	2	2
могут быть	7	2
мы могли	9	6
а не	7	6
во всяком	4	2
мыслью и	2	6
теории пиаже	2	2
мышления мы	5	3
на котором	2	3
и другой	3	3
во всей	4	2
и от	3	4
друг друга	4	4
в сущности	4	9
в нашем	4	4
сказать что	6	8
мы уже	5	3
слова он	2	2
из этих	2	3
которое мы	2	2
и он	2	2
нами в	4	4
в процессе	27	5
в силу	6	5
научных понятий	28	2
на деле	3	2
процесс развития	13	2
остановиться на	2	2
в свою	2	2
входит в	2	2
с теоретической	2	2
связана с	2	3
ребенка как	2	2
того что	10	14
в отношении	10	2
только к	3	2
не менее	3	4
в чем	3	3
что при	2	2
что эта	3	6
мышления как	2	3
и является	3	3
то же	16	8
к этому	4	2
в памяти	2	2
том же	2	2
выводу что	2	2
мышлении и	2	9
так как	10	14
развития и	3	2
случае не	2	2
в известном	2	2
с возрастом	2	6
на то	5	4
как мы	13	14
все эти	5	6
его к	4	2
не могут	3	4
в наших	2	4
точно так	3	2
как это	9	5
внимание на	3	2
неизбежно приводит	2	2
не в	4	4
ребенка к	3	2
которые мы	3	4
ожидать что	2	3
может быть	12	7
ни в	3	2
о том	5	4
и во	3	4
в этой	3	3
почти всегда	3	2
иначе чем	3	2
и к	5	7
этом отношении	7	3
свою очередь	2	2
что и	9	3
вопроса о	2	2
как в	5	4
как и	9	15
в развитии	25	10
один из	3	2
понятий и	9	2
самом деле	7	6
и то	10	7
переходя от	2	3
слово и	2	9
ту же	2	2
в виду	3	5
и других	3	2
целый ряд	5	4
тому что	4	9
значение слова	7	13
по своей	6	10
в отличие	2	2
только что	4	5
для объяснения	2	2
в основе	17	3
одной стороны	9	5
выражается в	2	2
и что	8	6
в смысле	4	6
на его	3	2
с другой	12	4
