2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram
и значением	4	2
но это	3	6
таком случае	2	2
чувственного образа	6	16
то есть	34	34
если бы	13	12
можно только	2	2
все в	2	2
независимо от	6	5
и т	7	5
для него	5	9
именно в	3	3
новое восприятие	2	5
этого последнего	2	2
по крайней	5	5
человека и	3	5
одно слово	5	2
в ряду	6	3
иметь в	2	2
что хотя	3	2
так сказать	5	2
так что	5	7
в таком	4	3
из виду	2	2
в мысли	3	2
и притом	2	2
за ним	2	3
глядя на	2	2
слова не	3	2
душевной жизни	3	6
в речи	3	2
тогда как	4	2
внешняя форма	3	7
есть для	5	5
например в	3	6
представления и	3	3
по своему	2	2
тогда когда	8	9
мы видим	2	2
только как	4	5
даже в	2	2
в первом	3	3
мысли то	4	3
в разных	3	2
мы должны	2	4
что не	6	8
для понимания	2	4
что же	5	2
развития мысли	2	5
то что	29	18
между собою	4	6
что все	4	3
в области	2	2
это было	2	3
это слово	4	4
не только	10	21
язык есть	7	2
том что	12	18
внешней природы	6	2
образ или	2	2
могут быть	7	3
от того	4	8
а не	12	15
и даже	2	2
то это	8	6
само по	5	3
и на	3	3
есть только	5	5
думать что	4	5
это сравнение	2	2
же что	2	6
мысли не	3	3
на котором	4	2
есть вместе	2	2
друг друга	2	3
языка в	2	5
возможно только	3	3
сказать что	8	5
мы уже	3	2
и может	4	3
из него	2	2
под условием	3	2
между тем	9	9
сам по	4	5
из этих	2	9
есть в	5	3
есть нечто	5	4
есть то	4	2
в силу	7	3
на деле	2	5
в свою	2	3
отношение к	2	2
и потому	10	4
подобно тому	2	2
по поводу	4	4
и есть	3	3
образом в	5	3
того что	14	18
не менее	5	5
в своем	8	5
тем не	4	3
то же	14	23
внутренней формы	10	19
и тот	3	2
сих пор	4	3
если б	4	5
в которых	3	2
том же	2	2
только от	3	3
в языке	16	7
признаков в	3	2
мы различаем	2	2
и вообще	2	3
так как	14	13
и мы	5	2
мысли которая	2	3
в зародыше	2	2
со значением	3	2
и вместе	3	3
без сомнения	4	4
на то	7	2
как мы	2	7
вовсе не	7	7
не были	2	2
мысли что	2	4
его к	2	2
положим что	3	2
точно так	2	12
не могут	2	5
но тем	2	2
не в	11	15
то он	2	2
может быть	26	28
а между	4	2
и все	4	3
о том	8	2
ко всем	3	2
быть может	4	3
когда мы	6	2
что и	7	13
как в	7	10
слово в	4	4
как и	14	10
т д	3	3
бы не	3	4
ряду других	3	2
один из	2	4
самом деле	3	2
что есть	3	2
есть средство	4	3
крайней мере	5	5
в образе	2	3
лишь тогда	3	2
и то	5	8
слова с	3	3
образа и	3	3
слово и	3	3
их в	3	2
человек не	2	2
тому что	2	3
мысли как	2	3
значение слова	5	5
есть не	4	7
посредством слова	2	6
только что	3	8
те же	3	6
там где	3	3
и что	7	10
в смысле	3	4
на его	3	2
заключает в	8	5
с другой	2	7
от него	2	2
и по	3	4
есть представление	2	6
что человек	3	2
