2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
исследования и	3	3
письменная речь	2	3
это мы	2	3
в нем	2	7
можно было	2	7
в своей	3	2
несмотря на	2	2
это не	3	5
мы нашли	5	3
прежде всего	7	2
в свете	4	5
но это	3	2
в уме	2	2
но если	2	4
но не	3	10
переходе от	3	5
если бы	5	7
для него	3	6
ребенка от	2	3
именно в	6	4
что оно	4	7
психологической природе	4	2
с житейскими	2	2
что с	5	3
так что	4	6
развития в	3	6
только по	3	4
представляет собой	19	3
в мысли	3	4
между ними	3	7
совпадает с	3	4
что то	2	3
детской мысли	2	11
из того	3	5
этом случае	14	2
развития научных	2	5
детского мышления	4	2
самом начале	3	4
и той	2	3
последнее время	3	2
как известно	2	7
вопрос о	6	5
по своему	9	2
отношение между	4	3
если мы	5	2
друг с	2	5
тогда когда	5	6
его мысли	2	3
мы видим	3	7
между собой	6	9
в первом	3	4
я не	3	4
мы должны	6	3
для этого	3	2
речи и	30	5
в этих	2	2
то что	24	28
мы видели	3	8
что все	2	5
в области	4	6
с другом	2	5
и здесь	2	3
с этой	5	2
заключается в	6	7
не только	24	16
том что	17	19
могут быть	2	5
мы могли	6	12
а не	6	3
первом случае	3	3
который мы	2	4
отношения между	4	4
на котором	3	2
речи как	6	2
между структурой	2	2
и от	4	2
друг друга	4	4
в сущности	9	7
в нашем	4	4
возможно только	2	3
сказать что	8	13
мы уже	3	2
к его	2	2
из этих	3	3
есть в	3	3
как на	6	3
речи в	27	2
которое мы	2	2
нами в	4	2
в процессе	5	9
в силу	5	17
научных понятий	2	40
остановиться на	2	3
моментов в	2	2
отношение к	2	7
системы понятий	3	3
в определенных	2	2
образом в	2	3
того что	14	24
слов и	2	3
в отношении	2	10
только к	2	3
не менее	4	2
каждой из	3	2
в чем	3	6
мог бы	3	3
что при	2	4
что эта	6	2
мышления как	3	2
исследование показывает	2	6
и является	3	2
то же	8	7
сих пор	3	3
в которых	2	2
эти отношения	2	5
том же	2	5
так как	14	10
развития и	2	10
же точно	3	3
с ней	2	3
совершенно особую	2	2
речи ребенка	10	2
относящихся к	4	3
мы говорим	2	2
при переходе	3	6
на то	4	4
продуктивного мышления	2	2
как мы	14	10
на вопрос	5	2
все эти	6	2
не могут	4	5
в наших	4	4
как это	5	3
а по	2	3
внимание на	2	2
не в	4	4
поэтому мы	2	2
может быть	7	13
мы знаем	2	4
отношений между	3	10
в этой	3	5
и к	7	6
ко всем	2	4
что у	4	2
этом отношении	3	3
значений слов	3	5
то время	2	6
что и	3	4
как в	4	3
как и	15	6
в развитии	10	24
не иначе	2	4
один из	2	3
втором случае	3	2
понятий и	2	10
самом деле	6	2
и то	7	4
себе ничего	2	2
в случае	2	3
ту же	2	3
и других	2	7
и обратно	3	4
целый ряд	4	4
тому что	9	11
но с	2	2
этот факт	2	2
значение слова	13	3
по своей	10	3
только что	5	2
для объяснения	2	2
в конце	4	2
сущности говоря	2	4
в основе	3	3
и что	6	6
на его	2	3
с другой	4	2
время как	2	5
и по	3	3
