2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
на вопрос	4	5
все эти	3	4
не могут	2	4
как это	6	8
мышление ребенка	7	3
не в	8	6
но все	2	2
теории которая	2	3
может быть	9	9
с таким	6	3
мы знаем	7	3
о том	9	8
в этой	6	6
и к	6	2
самый процесс	2	2
своей психологической	3	2
что у	3	2
детской логики	2	2
этом отношении	3	5
что нам	4	2
из них	3	2
что и	2	3
как в	4	5
как и	6	8
в развитии	26	28
показали что	2	7
к которым	4	2
самом деле	6	3
мысль ребенка	3	4
как процесс	2	3
в виду	6	2
что мышление	3	2
речь и	5	4
ту же	2	2
ребенка на	2	4
с развитием	4	2
их в	4	2
но с	2	2
в отличие	3	2
по своей	6	3
только что	3	5
пиаже как	5	5
хотя бы	4	5
те же	3	2
в основе	3	8
речи с	5	2
к этой	3	3
одной стороны	7	3
и что	8	12
с другой	6	4
речи мы	4	3
и по	3	4
