2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram
как же	5	3
не просто	18	12
ни на	3	2
и когда	2	4
но и	9	12
потому что	7	14
– что	3	2
только не	10	2
тех пор	2	3
или иначе	2	2
и они	2	2
в каком	3	4
в своих	2	2
говорят что	2	4
же как	2	3
в ней	2	2
все –	2	2
же в	2	2
есть догмат	6	4
не было	3	3
вещь или	2	2
или в	2	2
следовательно не	2	2
же мы	2	3
что такое	21	3
в зависимости	2	2
для мифа	3	2
в нем	3	10
несмотря на	2	2
что она	9	14
это не	4	10
прежде всего	8	8
но это	5	7
с тех	2	2
таком случае	10	3
но не	2	6
можно только	4	2
понимать как	3	3
и т	24	17
– и	4	3
но вот	2	2
именно в	2	2
что оно	7	4
я уже	7	2
по крайней	5	9
иметь в	2	2
смысле не	2	2
вещи в	2	4
себя в	2	2
так чтобы	2	2
есть просто	4	3
так что	8	7
вопрос об	3	4
есть мифология	2	2
в таком	14	4
на этом	2	2
она и	2	2
не мешает	2	5
солнце и	2	2
но о	2	2
и притом	5	7
тело и	4	3
личность есть	3	11
можно ли	5	3
должна быть	6	5
с одной	3	2
тут –	2	7
тут мы	2	2
они не	2	3
личности в	2	8
нет никакого	7	2
действительно есть	2	2
быть и	3	4
на свете	3	5
миф от	3	2
а именно	2	5
вопрос о	5	3
например в	2	2
нет ни	2	3
есть всегда	5	11
иной раз	2	5
должны быть	3	3
тогда когда	5	6
только как	5	3
значит что	24	12
– все	3	2
я не	6	6
иное как	6	3
во внимание	2	3
можно понимать	2	2
что не	5	6
не что	6	3
миф –	5	2
оно –	4	2
в истории	4	2
что же	11	2
мере в	3	2
то что	14	14
и где	2	3
и пр	6	5
это было	3	3
не только	23	19
тогда –	2	2
том что	8	10
говорил что	2	2
бытия личностного	2	3
уже и	3	2
могут быть	2	4
от того	4	4
а не	26	16
той или	2	4
и даже	13	14
то это	9	2
само по	5	2
он есть	3	3
есть только	12	4
во всяком	2	2
сама по	4	7
ни о	3	2
ничего не	17	3
все время	3	3
мифологии и	3	7
всяком случае	2	2
нет вообще	2	2
и от	3	3
в сущности	10	2
того и	2	2
сказать что	4	10
мы уже	3	8
как я	2	2
сам по	5	3
есть в	3	2
одно из	5	4
д и	6	2
есть нечто	23	8
тело –	2	5
вещей и	6	3
зависимости от	3	2
в силу	3	5
мифология и	5	3
может существовать	2	3
и потому	2	5
и есть	16	4
того что	12	6
только к	2	2
не менее	11	3
в чем	4	3
в своем	3	4
была бы	3	3
сами по	3	3
тем не	10	2
то же	6	12
и нет	7	2
есть бытие	2	3
есть ли	5	5
и говорить	2	2
не значит	3	3
и вообще	2	6
так как	6	14
и прежде	3	2
мы говорим	2	3
как миф	2	3
вовсе не	13	13
как мы	2	3
имеется в	3	2
все эти	3	2
не могут	4	4
и можно	2	2
как это	5	7
только и	2	2
не в	3	8
сознания и	4	5
всегда есть	5	2
может быть	13	20
вещь но	3	2
ни в	9	10
не больше	3	4
и все	6	12
о том	6	5
е в	4	3
я и	2	2
и к	5	7
а я	2	2
что у	2	2
нет никакой	4	4
только одно	2	2
только о	3	2
то время	4	4
из них	3	3
когда мы	2	3
что и	6	5
как и	7	10
т д	23	15
миф о	3	2
реальные вещи	2	4
ясно что	7	4
она есть	10	9
самом деле	6	4
что есть	4	2
крайней мере	5	9
и то	4	7
отнюдь не	10	6
не говоря	2	2
в виду	7	5
их в	2	2
личность как	2	2
и объекта	3	4
тому что	4	2
есть не	9	7
только что	4	5
хотя бы	4	4
– как	3	2
и тут	3	3
уже о	2	2
и что	15	5
в смысле	2	5
с другой	4	5
и вот	2	4
время как	4	7
и по	2	4
его не	2	2
