2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
той или	2	4
в виду	4	3
у меня	3	6
хотя и	6	2
и даже	3	5
кажется что	3	2
этого слова	2	5
диалога в	3	2
а не	11	4
бы и	2	2
же время	5	10
и на	11	6
он есть	2	2
голосов и	3	2
во всяком	2	4
в общем	2	3
в рассказе	2	2
героев достоевского	3	3
самим собою	3	9
по своей	3	2
с ее	3	3
внутренней полемики	2	2
особенно в	5	2
слов в	2	3
перебой голосов	3	3
по отношению	5	6
в котором	5	3
не хочет	2	2
как мы	12	8
в конце	3	5
в романах	5	5
хотя бы	2	2
или в	8	2
те же	2	2
в отличие	3	2
в диалогах	2	4
ничего не	2	3
слова в	13	6
два голоса	3	3
все время	2	4
ли будет?	2	2
там где	2	7
ведь и	5	4
в том	9	5
и что	3	6
другого человека	3	3
но в	6	19
с другой	3	4
ну да	4	2
но он	3	4
друг друга	6	2
в сущности	7	14
и по	2	2
да что	3	2
сказать что	2	3
все же	4	8
приводит к	4	2
к одному	6	3
