2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
мы видим	4	2
в первом	5	3
мысли то	7	3
в разных	2	2
мы должны	3	4
что не	10	8
что же	2	2
бы было	2	2
развития мысли	3	5
то что	10	18
мы видели	4	4
между собою	6	6
что все	3	3
том как	3	3
с этой	2	2
не только	21	21
язык есть	17	2
том что	16	18
могут быть	9	3
действует на	3	5
от того	4	8
а не	21	15
и даже	4	2
то это	5	6
само по	4	3
с но	4	3
есть только	11	5
думать что	3	5
сама по	3	2
в душе	11	10
для себя	3	3
но оно	3	6
принять что	2	3
и от	3	4
языка в	6	5
друг друга	5	3
есть вместе	3	2
возможно только	5	3
сказать что	3	5
и может	2	3
из него	2	2
между тем	5	9
только посредством	9	5
из этих	4	9
как на	3	5
одно из	3	5
только при	2	2
есть в	2	3
есть нечто	4	4
которое мы	2	2
смысле в	4	2
на деле	4	5
в человеке	10	3
в свою	4	3
внутреннее единство	2	2
в одно	2	3
и потому	5	4
от нее	6	2
подобно тому	3	2
и звук	2	2
до слова	2	4
по поводу	3	4
и есть	2	3
того что	8	18
чувства и	13	3
не менее	6	5
притом не	4	2
в своем	3	5
что при	5	3
была бы	2	4
тем не	6	3
за тем	2	3
то же	6	23
смотрит на	3	2
на все	2	2
если б	2	5
и самое	2	2
образом и	2	3
том же	2	2
humboldt т	21	14
в языке	33	7
ничего общего	2	2
и вообще	3	3
так как	21	13
и вместе	2	3
без сомнения	3	4
на то	2	2
вовсе не	5	7
как мы	2	7
не были	2	2
его к	2	2
не могут	4	5
положим что	3	2
точно так	11	12
можно бы	4	4
но тем	3	2
не в	15	15
но все	2	2
то он	2	2
может быть	27	28
его с	2	2
а между	3	2
и все	3	3
о том	2	2
в этой	3	2
ко всем	2	2
свою очередь	4	3
когда мы	2	2
что и	6	13
как в	10	10
как и	9	10
т д	4	3
бы не	6	4
крайней мере	2	5
и то	3	8
тому что	3	3
есть не	2	7
посредством слова	6	6
только что	2	8
когда в	3	2
о предмете	3	2
одной стороны	3	3
в один	2	4
там где	4	3
и что	10	10
в смысле	4	4
с другой	7	7
заключает в	2	5
от него	4	2
то не	3	2
и по	6	4
что человек	5	2
