2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
ребенка не	3	4
развития ребенка	11	4
в этом	25	27
родного и	3	2
своей природе	3	4
этот закон	3	2
стороны речи	3	2
самой своей	2	4
это есть	4	3
родного языка	11	18
мы и	5	4
в их	3	3
но мы	5	3
еще не	4	8
в то	5	6
в самом	4	8
в ходе	12	3
начала что	2	2
мышления и	4	7
что функции	3	2
спонтанных и	3	4
по типу	2	2
это и	3	3
обучения в	4	4
научных и	4	7
ее в	3	2
до сих	3	3
до того	2	3
письменной речи	39	7
развития но	4	3
во всех	2	4
к объекту	7	14
на основе	2	4
мысль что	4	2
ребенок усваивает	3	5
и не	12	11
показать что	3	5
мы можем	6	9
в одном	3	2
состоит в	6	2
житейскими понятиями	2	2
с самого	5	7
бы в	4	3
но и	6	10
в другом	6	2
того чтобы	17	10
и отношения	3	3
ребенка и	4	2
казалось бы	4	2
для того	14	8
понятия и	2	10
этого вопроса	3	2
научного понятия	5	10
потому что	21	22
высшего понятия	2	3
высшей ступени	2	2
и развитием	14	5
устной и	3	2
в которой	5	7
только не	3	3
он должен	5	4
эти связи	2	2
ребенок в	5	7
когда он	2	2
что ребенок	11	13
умственном развитии	3	2
переход к	3	3
в его	11	3
совершается в	2	3
бы сказать	2	2
одним из	2	2
и отношений	3	6
с ним	5	2
в той	6	4
чем в	3	2
можно сказать	5	6
житейских понятий	6	12
тем самым	8	8
спонтанные понятия	3	6
ребенка с	3	2
в своих	2	3
же как	7	6
раньше чем	3	2
мы не	3	6
в школе	6	12
ребенок не	6	3
к предмету	2	6
в сфере	5	12
ступени в	2	2
по самой	4	5
по отношению	12	10
развитии и	2	3
своего собственного	2	2
вот почему	3	2
понятий к	3	8
мысли от	2	3
исследования и	2	3
в пределах	4	5
письменная речь	22	3
в зависимости	2	5
формальная дисциплина	2	2
это мы	2	3
в нем	7	7
и того	3	4
можно было	5	7
в своей	2	2
это не	4	5
этот путь	2	2
мы нашли	2	3
прежде всего	3	2
в свете	4	5
в высшей	2	2
но это	3	2
в состоянии	4	4
но если	6	4
но не	10	10
и составляет	4	3
если бы	8	7
с велосипеда	2	2
для него	5	6
ребенка от	2	3
он делает	2	2
именно в	4	4
при усвоении	3	3
что оно	6	7
у него	6	2
психологической природе	4	2
и спонтанных	2	2
же самые	2	4
и развития	12	6
что усвоение	2	3
ребенок умеет	2	3
что с	5	3
так что	4	6
развития в	6	6
общности между	2	15
на этом	3	4
своего развития	6	4
на развитие	2	5
представляет собой	7	3
в мысли	6	4
своем развитии	5	4
совпадает с	2	4
детской мысли	12	11
из того	11	5
связанные с	6	3
этом случае	3	2
они не	3	4
и житейских	4	5
развития научных	3	5
детского мышления	4	2
основе этого	2	2
сказывается в	2	2
и низших	2	2
как известно	4	7
и произвольность	3	2
вопрос о	12	5
по своему	3	2
отношение между	4	3
если мы	7	2
друг с	7	5
тогда когда	5	6
иное отношение	3	3
его мысли	3	3
мы видим	4	7
оказывается не	2	2
между собой	13	9
в первом	3	4
одного и	3	4
я не	2	4
мы должны	8	3
во внимание	2	2
и развитие	17	4
к высшим	2	3
речи и	6	5
и более	3	2
в этих	3	2
научные понятия	13	23
более сложные	2	2
то что	26	28
мы видели	3	8
что все	6	5
ступень в	3	5
том как	2	2
в области	12	6
с другом	7	5
и здесь	2	3
с этой	4	2
заключается в	5	7
не только	16	16
силу одного	2	2
том что	15	19
поэтому он	2	2
на этот	4	4
к осознанию	10	3
ступени развития	2	6
могут быть	4	5
мы могли	7	12
от того	3	10
а не	10	3
кривая развития	2	2
который мы	2	4
и на	6	5
отношения между	3	4
на высшую	5	3
обучения и	19	7
вместо того	3	2
речи как	4	2
как частный	3	3
совершенно очевидно	2	3
и от	2	2
в сущности	13	7
психических функций	13	2
сказать что	13	13
школьного обучения	9	6
иностранного языка	9	21
к его	3	2
как на	3	3
понятие в	2	2
речи в	6	2
нами в	2	2
зависимости от	2	5
в процессе	13	9
в силу	10	17
памяти и	4	4
научных понятий	21	40
как с	3	2
эти функции	2	2
еще в	3	2
развитии ребенка	3	2
отношение к	11	7
системы понятий	4	3
и другие	2	2
частный случай	3	5
нас что	2	2
образом в	2	3
того что	16	24
слов и	2	3
в отношении	9	10
только к	2	3
не менее	3	2
в чем	3	6
в своем	5	7
что эта	3	2
исследование показывает	5	6
понятий в	8	12
и является	3	2
то же	8	7
развития родного	5	2
осознанность и	3	2
содержится в	3	5
системе понятий	2	2
через другие	2	2
сих пор	3	3
представления о	2	2
принадлежит к	2	2
того же	7	7
понятий мы	2	3
обучение и	10	4
дошкольном возрасте	2	3
до лет	3	2
так как	16	10
значение для	2	3
развития и	11	10
мы говорим	2	2
необходимо должно	2	2
возрасте и	2	2
как мы	10	10
на вопрос	5	2
его отношение	2	3
все эти	4	2
установить что	2	4
и произвольно	4	2
восприятия и	3	3
не могут	4	5
как это	8	3
не в	6	4
процессе обучения	5	7
может быть	9	13
мы знаем	3	4
отношений между	2	10
развитием научных	3	4
исследования показали	4	3
в этой	6	5
школьном возрасте	19	8
и научных	3	9
и к	2	6
на примере	3	3
что у	2	2
что обучение	9	10
этом отношении	5	3
обучения как	3	2
что нам	2	2
высшее понятие	3	2
и памяти	4	3
процессов развития	4	6
значений слов	4	5
то время	4	6
из них	2	2
что и	3	4
как в	5	3
от развития	5	2
как и	8	6
в развитии	28	24
не иначе	2	4
понятий и	15	10
показали что	7	4
самом деле	3	2
что научные	3	4
и то	4	4
как они	3	2
в дошкольном	2	3
понятий для	2	3
в случае	2	3
ту же	2	3
что мышление	2	3
понятия не	3	4
с развитием	2	6
понятий школьника	2	2
тому что	5	11
между обоими	5	2
но с	2	2
у школьника	2	3
по своей	3	3
только что	5	2
для объяснения	4	2
пиаже как	5	3
те же	2	3
сущности говоря	4	4
в основе	8	3
чем он	2	2
и что	12	6
ребенком в	2	3
на его	2	3
с другой	4	2
время как	4	5
и по	4	3
