2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
ясно что	8	4
она есть	5	9
самом деле	3	4
крайней мере	4	9
и то	9	7
та же	3	4
отнюдь не	9	6
в виду	5	5
построение но	3	2
мифологией и	2	6
это я	4	2
бы и	2	2
идея и	7	2
тому что	3	2
есть не	3	7
только что	3	5
в конце	4	2
или менее	3	2
хотя бы	6	4
и почти	3	3
и тут	3	3
же –	2	4
– как	5	2
и что	12	5
с другой	6	5
и вот	6	4
время как	2	7
то не	2	3
его не	6	2
